Set parameter TimeLimit to value 7200
Setting GBD: A two-stage implementation of the stage-of-the-art generalized Benders decomposition (GBD) approach proposed by Lin & Tian (2021).

----------------- start of the first stage -----------------

Iter     Best Incumbent      BestBound     Gap      Time  #VioCuts
979         1517714.513    1892117.677    19.8    1459.8         1
980         1517714.513    1892117.677    19.8    1461.3         1
981         1517714.513    1892117.677    19.8    1462.8         1
982         1517714.513    1892117.677    19.8    1464.4         1
983         1517714.513    1892117.677    19.8    1465.9         1
984         1517714.513    1892117.677    19.8    1467.5         1
985         1517714.513    1892117.677    19.8    1469.1         1
986         1517714.513    1892117.677    19.8    1470.6         1
987         1517714.513    1892117.677    19.8    1472.2         1
988         1517714.513    1892117.677    19.8    1473.9         1
989         1517714.513    1892117.677    19.8    1475.4         1
990         1517714.513    1892117.677    19.8    1476.9         1
991         1517714.513    1892117.677    19.8    1478.5         1
992         1517714.513    1892117.677    19.8    1480.0         1
993         1517714.513    1892117.677    19.8    1481.6         1
994         1517714.513    1892117.677    19.8    1483.0         1
995         1517714.513    1892117.677    19.8    1484.5         1
996         1517714.513    1892117.677    19.8    1486.0         1
997         1517714.513    1892117.677    19.8    1487.4         1
998         1517714.513    1892117.677    19.8    1489.1         1
999         1517714.513    1892117.677    19.8    1490.5         1
1000        1517714.513    1892117.677    19.8    1491.9         1
1001        1517714.513    1892117.677    19.8    1493.4         1
1002        1517714.513    1892117.677    19.8    1494.8         1
1003        1517714.513    1892117.677    19.8    1496.4         1
1004        1517714.513    1892117.677    19.8    1497.9         1
1005        1517714.513    1892117.677    19.8    1499.4         1
1006        1517714.513    1892117.677    19.8    1500.8         1
1007        1517714.513    1892117.677    19.8    1502.4         1
1008        1517714.513    1892117.677    19.8    1504.1         1
1009        1517714.513    1892117.677    19.8    1505.5         1
1010        1517714.513    1892117.677    19.8    1507.0         1
1011        1517714.513    1892117.677    19.8    1508.3         1
1012        1517714.513    1892117.677    19.8    1509.8         1
1013        1517714.513    1892117.677    19.8    1511.2         1
1014        1517714.513    1892117.677    19.8    1512.6         1
1015        1517714.513    1892117.677    19.8    1513.9         1
1016        1517714.513    1892117.677    19.8    1515.3         1
1017        1517714.513    1892117.677    19.8    1516.7         1
1018        1517714.513    1892117.677    19.8    1518.5         1
1019        1517714.513    1892117.677    19.8    1519.9         1
1020        1517714.513    1892117.677    19.8    1521.3         1
1021        1517714.513    1892117.677    19.8    1522.7         1
1022        1517714.513    1892117.677    19.8    1524.2         1
1023        1517714.513    1892117.677    19.8    1525.5         1
1024        1517714.513    1892117.677    19.8    1527.0         1
1025        1517714.513    1892117.677    19.8    1528.4         1
1026        1517714.513    1892117.677    19.8    1529.8         1
1027        1517714.513    1892117.677    19.8    1531.2         1
1028        1517714.513    1892117.677    19.8    1532.7         1
1029        1517714.513    1892117.677    19.8    1534.2         1
1030        1517714.513    1892117.677    19.8    1535.6         1
1031        1517714.513    1892117.677    19.8    1537.0         1
1032        1517714.513    1892117.677    19.8    1538.4         1
1033        1517714.513    1892117.677    19.8    1540.0         1
1034        1517714.513    1892117.677    19.8    1541.4         1
1035        1517714.513    1892117.677    19.8    1542.8         1
1036        1517714.513    1892117.677    19.8    1544.2         1
1037        1517714.513    1892117.677    19.8    1545.6         1
1038        1517714.513    1892117.677    19.8    1547.2         1
1039        1517714.513    1892117.677    19.8    1548.8         1
1040        1517714.513    1892117.677    19.8    1550.2         1
1041        1517714.513    1892117.677    19.8    1551.6         1
1042        1517714.513    1892117.677    19.8    1553.0         1
1043        1517714.513    1892117.677    19.8    1554.3         1
1044        1517714.513    1892117.677    19.8    1555.7         1
1045        1517714.513    1892117.677    19.8    1557.5         1
1046        1517714.513    1892117.677    19.8    1558.9         1
1047        1517714.513    1892117.677    19.8    1560.3         1
1048        1517714.513    1892117.677    19.8    1561.7         1
1049        1517714.513    1892117.677    19.8    1563.5         1
1050        1517714.513    1892117.677    19.8    1564.9         1
1051        1517714.513    1892117.677    19.8    1566.2         1
1052        1517714.513    1892117.677    19.8    1567.9         1
1053        1517714.513    1892117.677    19.8    1569.2         1
1054        1517714.513    1892117.677    19.8    1570.6         1
1055        1517714.513    1892117.677    19.8    1572.1         1
1056        1517714.513    1892117.677    19.8    1574.3         1
1057        1517714.513    1892117.677    19.8    1576.0         1
1058        1517714.513    1892117.677    19.8    1577.7         1
1059        1517714.513    1892117.677    19.8    1579.0         1
1060        1517714.513    1892117.677    19.8    1580.4         1
1061        1517714.513    1892117.677    19.8    1581.7         1
1062        1517714.513    1892117.677    19.8    1583.0         1
1063        1517714.513    1892117.677    19.8    1584.3         1
1064        1517714.513    1892117.677    19.8    1585.6         1
1065        1517714.513    1892117.677    19.8    1586.9         1
1066        1517714.513    1892117.677    19.8    1588.2         1
1067        1517714.513    1892117.677    19.8    1589.6         1
1068        1517714.513    1892117.677    19.8    1590.9         1
1069        1517714.513    1892117.677    19.8    1592.3         1
1070        1517714.513    1892117.677    19.8    1593.9         1
1071        1517714.513    1892117.677    19.8    1595.4         1
1072        1517714.513    1892117.677    19.8    1596.7         1
1073        1517714.513    1892117.677    19.8    1598.0         1
1074        1517714.513    1892117.677    19.8    1599.4         1
1075        1517714.513    1892117.677    19.8    1600.8         1
1076        1517714.513    1892117.677    19.8    1602.2         1
1077        1517714.513    1892117.677    19.8    1603.6         1
1078        1517714.513    1892117.677    19.8    1605.0         1
1079        1517714.513    1892117.677    19.8    1606.4         1
1080        1517714.513    1892117.677    19.8    1608.2         1
1081        1517714.513    1892117.677    19.8    1609.7         1
1082        1517714.513    1892117.677    19.8    1611.1         1
1083        1517714.513    1892117.677    19.8    1612.6         1
1084        1517714.513    1892117.677    19.8    1614.0         1
1085        1517714.513    1892117.677    19.8    1615.4         1
1086        1517714.513    1892117.677    19.8    1616.7         1
1087        1517714.513    1892117.677    19.8    1618.2         1
1088        1517714.513    1892117.677    19.8    1619.6         1
1089        1517714.513    1892117.677    19.8    1621.0         1
1090        1517714.513    1892117.677    19.8    1622.4         1
1091        1517714.513    1892117.677    19.8    1624.0         1
1092        1517714.513    1892117.677    19.8    1625.4         1
1093        1517714.513    1892117.677    19.8    1626.8         1
1094        1517714.513    1892117.677    19.8    1628.3         1
1095        1517714.513    1892117.677    19.8    1629.7         1
1096        1517714.513    1892117.677    19.8    1631.2         1
1097        1517714.513    1892117.677    19.8    1632.6         1
1098        1517714.513    1892117.677    19.8    1634.0         1
1099        1517714.513    1892117.677    19.8    1635.4         1
1100        1517714.513    1892117.677    19.8    1636.8         1
1101        1517714.513    1892117.677    19.8    1638.6         1
1102        1517714.513    1892117.677    19.8    1640.0         1
1103        1517714.513    1892117.677    19.8    1641.5         1
1104        1517714.513    1892117.677    19.8    1642.9         1
1105        1517714.513    1892117.677    19.8    1644.2         1
1106        1517714.513    1892117.677    19.8    1645.7         1
1107        1517714.513    1892117.677    19.8    1647.1         1
1108        1517714.513    1892117.677    19.8    1648.5         1
1109        1517714.513    1892117.677    19.8    1649.9         1
1110        1517714.513    1892117.677    19.8    1651.3         1
1111        1517714.513    1892117.677    19.8    1652.8         1
1112        1517714.513    1892117.677    19.8    1654.7         1
1113        1517714.513    1892117.677    19.8    1656.1         1
1114        1517714.513    1892117.677    19.8    1657.5         1
1115        1517714.513    1892117.677    19.8    1658.9         1
1116        1517714.513    1892117.677    19.8    1660.4         1
1117        1517714.513    1892117.677    19.8    1661.9         1
1118        1517714.513    1892117.677    19.8    1663.4         1
1119        1517714.513    1892117.677    19.8    1664.8         1
1120        1517714.513    1892117.677    19.8    1666.3         1
1121        1517714.513    1892117.677    19.8    1667.7         1
1122        1517714.513    1892117.677    19.8    1669.5         1
1123        1517714.513    1892117.677    19.8    1671.0         1
1124        1517714.513    1892117.677    19.8    1672.5         1
1125        1517714.513    1892117.677    19.8    1674.0         1
1126        1517714.513    1892117.677    19.8    1675.4         1
1127        1517714.513    1892117.677    19.8    1677.0         1
1128        1517714.513    1892117.677    19.8    1678.4         1
1129        1517714.513    1892117.677    19.8    1679.8         1
1130        1517714.513    1892117.677    19.8    1681.3         1
1131        1517714.513    1892117.677    19.8    1682.7         1
1132        1517714.513    1892117.677    19.8    1684.4         1
1133        1517714.513    1892117.677    19.8    1685.9         1
1134        1517714.513    1892117.677    19.8    1687.3         1
1135        1517714.513    1892117.677    19.8    1688.7         1
1136        1517714.513    1892117.677    19.8    1690.1         1
1137        1517714.513    1892117.677    19.8    1691.6         1
1138        1517714.513    1892117.677    19.8    1693.0         1
1139        1517714.513    1892117.677    19.8    1694.4         1
1140        1517714.513    1892117.677    19.8    1695.8         1
1141        1517714.513    1892117.677    19.8    1697.2         1
1142        1517714.513    1892117.677    19.8    1699.1         1
1143        1517714.513    1892117.677    19.8    1700.5         1
1144        1517714.513    1892117.677    19.8    1702.0         1
1145        1517714.513    1892117.677    19.8    1703.3         1
1146        1517714.513    1892117.677    19.8    1704.8         1
1147        1517714.513    1892117.677    19.8    1706.2         1
1148        1517714.513    1892117.677    19.8    1707.6         1
1149        1517714.513    1892117.677    19.8    1709.0         1
1150        1517714.513    1892117.677    19.8    1710.4         1
1151        1517714.513    1892117.677    19.8    1711.8         1
1152        1517714.513    1892117.677    19.8    1713.5         1
1153        1517714.513    1892117.677    19.8    1714.8         1
1154        1517714.513    1892117.677    19.8    1716.3         1
1155        1517714.513    1892117.677    19.8    1717.7         1
1156        1517714.513    1892117.677    19.8    1719.3         1
1157        1517714.513    1892117.677    19.8    1720.8         1
1158        1517714.513    1892117.677    19.8    1722.2         1
1159        1517714.513    1892117.677    19.8    1723.6         1
1160        1517714.513    1892117.677    19.8    1725.0         1
1161        1517714.513    1892117.677    19.8    1726.6         1
1162        1517714.513    1892117.677    19.8    1728.3         1
1163        1517714.513    1892117.677    19.8    1729.8         1
1164        1517714.513    1892117.677    19.8    1731.1         1
1165        1517714.513    1892117.677    19.8    1732.6         1
1166        1517714.513    1892117.677    19.8    1734.0         1
1167        1517714.513    1892117.677    19.8    1735.4         1
1168        1517714.513    1892117.677    19.8    1736.8         1
1169        1517714.513    1892117.677    19.8    1738.2         1
1170        1517714.513    1892117.677    19.8    1739.7         1
1171        1517714.513    1892117.677    19.8    1741.1         1
1172        1517714.513    1892117.677    19.8    1742.5         1
1173        1517714.513    1892117.677    19.8    1744.2         1
1174        1517714.513    1892117.677    19.8    1745.7         1
1175        1517714.513    1892117.677    19.8    1747.1         1
1176        1517714.513    1892117.677    19.8    1748.6         1
1177        1517714.513    1892117.677    19.8    1750.0         1
1178        1517714.513    1892117.677    19.8    1751.5         1
1179        1517714.513    1892117.677    19.8    1752.9         1
1180        1517714.513    1892117.677    19.8    1754.4         1
1181        1517714.513    1892117.677    19.8    1756.0         1
1182        1517714.513    1892117.677    19.8    1757.5         1
1183        1517714.513    1892117.677    19.8    1759.2         1
1184        1517714.513    1892117.677    19.8    1760.7         1
1185        1517714.513    1892117.677    19.8    1762.1         1
1186        1517714.513    1892117.677    19.8    1763.6         1
1187        1517714.513    1892117.677    19.8    1765.1         1
1188        1517714.513    1892117.677    19.8    1766.5         1
1189        1517714.513    1892117.677    19.8    1768.0         1
1190        1517714.513    1892117.677    19.8    1769.5         1
1191        1517714.513    1892117.677    19.8    1770.9         1
1192        1517714.513    1892117.677    19.8    1772.4         1
1193        1517714.513    1892117.677    19.8    1774.0         1
1194        1517714.513    1892117.677    19.8    1775.4         1
1195        1517714.513    1892117.677    19.8    1776.9         1
1196        1517714.513    1892117.677    19.8    1778.3         1
1197        1517714.513    1892117.677    19.8    1779.9         1
1198        1517714.513    1892117.677    19.8    1781.3         1
1199        1517714.513    1892117.677    19.8    1782.7         1
1200        1517714.513    1892117.677    19.8    1784.2         1
1201        1517714.513    1892117.677    19.8    1785.7         1
1202        1517714.513    1892117.677    19.8    1787.1         1
1203        1517714.513    1892117.677    19.8    1788.7         1
1204        1517714.513    1892117.677    19.8    1790.1         1
1205        1517714.513    1892117.677    19.8    1791.6         1
1206        1517714.513    1892117.677    19.8    1793.2         1
1207        1517714.513    1892117.677    19.8    1794.6         1
1208        1517714.513    1892117.677    19.8    1796.1         1
1209        1517714.513    1892117.677    19.8    1797.6         1
1210        1517714.513    1892117.677    19.8    1799.1         1
1211        1517714.513    1892117.677    19.8    1800.6         1
1212        1517714.513    1892117.677    19.8    1802.0         1
1213        1517714.513    1892117.677    19.8    1803.6         1
1214        1517714.513    1892117.677    19.8    1805.0         1
1215        1517714.513    1892117.677    19.8    1806.5         1
1216        1517714.513    1892117.677    19.8    1807.9         1
1217        1517714.513    1892117.677    19.8    1809.4         1
1218        1517714.513    1892117.677    19.8    1810.8         1
1219        1517714.513    1892117.677    19.8    1812.4         1
1220        1517714.513    1892117.677    19.8    1813.8         1
1221        1517714.513    1892117.677    19.8    1815.2         1
1222        1517714.513    1892117.677    19.8    1816.7         1
1223        1517714.513    1892117.677    19.8    1818.6         1
1224        1517714.513    1892117.677    19.8    1820.0         1
1225        1517714.513    1892117.677    19.8    1821.4         1
1226        1517714.513    1892117.677    19.8    1822.8         1
1227        1517714.513    1892117.677    19.8    1824.2         1
1228        1517714.513    1892117.677    19.8    1825.7         1
1229        1517714.513    1892117.677    19.8    1827.1         1
1230        1517714.513    1892117.677    19.8    1828.5         1
1231        1517714.513    1892117.677    19.8    1830.0         1
1232        1517714.513    1892117.677    19.8    1831.5         1
1233        1517714.513    1892117.677    19.8    1832.9         1
1234        1517714.513    1892117.677    19.8    1834.6         1
1235        1517714.513    1892117.677    19.8    1836.0         1
1236        1517714.513    1892117.677    19.8    1837.4         1
1237        1517714.513    1892117.677    19.8    1839.0         1
1238        1517714.513    1892117.677    19.8    1840.5         1
1239        1517714.513    1892117.677    19.8    1842.0         1
1240        1517714.513    1892117.677    19.8    1843.4         1
1241        1517714.513    1892117.677    19.8    1844.9         1
1242        1517714.513    1892117.677    19.8    1846.2         1
1243        1517714.513    1892117.677    19.8    1847.7         1
1244        1517714.513    1892117.677    19.8    1849.7         1
1245        1517714.513    1892117.677    19.8    1851.2         1
1246        1517714.513    1892117.677    19.8    1852.6         1
1247        1517714.513    1892117.677    19.8    1854.0         1
1248        1517714.513    1892117.677    19.8    1855.4         1
1249        1517714.513    1892117.677    19.8    1856.8         1
1250        1517714.513    1892117.677    19.8    1858.2         1
1251        1517714.513    1892117.677    19.8    1859.7         1
1252        1517714.513    1892117.677    19.8    1861.2         1
1253        1517714.513    1892117.677    19.8    1863.1         1
1254        1517714.513    1892117.677    19.8    1864.5         1
1255        1517714.513    1892117.677    19.8    1865.9         1
1256        1517714.513    1892117.677    19.8    1867.3         1
1257        1517714.513    1892117.677    19.8    1868.7         1
1258        1517714.513    1892117.677    19.8    1870.2         1
1259        1517714.513    1892117.677    19.8    1871.7         1
1260        1517714.513    1892117.677    19.8    1873.1         1
1261        1517714.513    1892117.677    19.8    1874.5         1
1262        1517714.513    1892117.677    19.8    1875.8         1
1263        1517714.513    1892117.677    19.8    1876.9         1
1264        1517714.513    1892117.677    19.8    1878.2         1
1265        1517714.513    1892117.677    19.8    1879.3         1
1266        1517714.513    1892117.677    19.8    1880.3         1
1267        1517714.513    1892117.677    19.8    1881.4         1
1268        1517714.513    1892117.677    19.8    1882.5         1
1269        1517714.513    1892117.677    19.8    1883.6         1
1270        1517714.513    1892117.677    19.8    1884.8         1
1271        1517714.513    1892117.677    19.8    1885.9         1
1272        1517714.513    1892117.677    19.8    1887.0         1
1273        1517714.513    1892117.677    19.8    1888.2         1
1274        1517714.513    1892117.677    19.8    1889.3         1
1275        1517714.513    1892117.677    19.8    1890.4         1
1276        1517714.513    1892117.677    19.8    1891.6         1
1277        1517714.513    1892117.677    19.8    1892.9         1
1278        1517714.513    1892117.677    19.8    1894.1         1
1279        1517714.513    1892117.677    19.8    1895.2         1
1280        1517714.513    1892117.677    19.8    1896.4         1
1281        1517714.513    1892117.677    19.8    1897.6         1
1282        1517714.513    1892117.677    19.8    1898.7         1
1283        1517714.513    1892117.677    19.8    1899.8         1
1284        1517714.513    1892117.677    19.8    1901.0         1
1285        1517714.513    1892117.677    19.8    1902.2         1
1286        1517714.513    1892117.677    19.8    1903.3         1
1287        1517714.513    1892117.677    19.8    1904.4         1
1288        1517714.513    1892117.677    19.8    1905.5         1
1289        1517714.513    1892117.677    19.8    1906.6         1
1290        1517714.513    1892117.677    19.8    1907.9         1
1291        1517714.513    1892117.677    19.8    1909.0         1
1292        1517714.513    1892117.677    19.8    1910.2         1
1293        1517714.513    1892117.677    19.8    1911.3         1
1294        1517714.513    1892117.677    19.8    1912.4         1
1295        1517714.513    1892117.677    19.8    1913.5         1
1296        1517714.513    1892117.677    19.8    1914.6         1
1297        1517714.513    1892117.677    19.8    1915.8         1
1298        1517714.513    1892117.677    19.8    1916.9         1
1299        1517714.513    1892117.677    19.8    1918.0         1
1300        1517714.513    1892117.677    19.8    1919.1         1
1301        1517714.513    1892117.677    19.8    1920.2         1
1302        1517714.513    1892117.677    19.8    1921.3         1
1303        1517714.513    1892117.677    19.8    1922.6         1
1304        1517714.513    1892117.677    19.8    1923.7         1
1305        1517714.513    1892117.677    19.8    1924.8         1
1306        1517714.513    1892117.677    19.8    1925.9         1
1307        1517714.513    1892117.677    19.8    1927.0         1
1308        1517714.513    1892117.677    19.8    1928.1         1
1309        1517714.513    1892117.677    19.8    1929.2         1
1310        1517714.513    1892117.677    19.8    1930.3         1
1311        1517714.513    1892117.677    19.8    1931.4         1
1312        1517714.513    1892117.677    19.8    1932.5         1
1313        1517714.513    1892117.677    19.8    1933.6         1
1314        1517714.513    1892117.677    19.8    1934.7         1
1315        1517714.513    1892117.677    19.8    1935.8         1
1316        1517714.513    1892117.677    19.8    1936.9         1
1317        1517714.513    1892117.677    19.8    1938.2         1
1318        1517714.513    1892117.677    19.8    1939.3         1
1319        1517714.513    1892117.677    19.8    1940.4         1
1320        1517714.513    1892117.677    19.8    1941.5         1
1321        1517714.513    1892117.677    19.8    1942.6         1
1322        1517714.513    1892117.677    19.8    1943.8         1
1323        1517714.513    1892117.677    19.8    1944.8         1
1324        1517714.513    1892117.677    19.8    1946.0         1
1325        1517714.513    1892117.677    19.8    1947.1         1
1326        1517714.513    1892117.677    19.8    1948.1         1
1327        1517714.513    1892117.677    19.8    1949.3         1
1328        1517714.513    1892117.677    19.8    1950.3         1
1329        1517714.513    1892117.677    19.8    1951.4         1
1330        1517714.513    1892117.677    19.8    1952.7         1
1331        1517714.513    1892117.677    19.8    1953.9         1
1332        1517714.513    1892117.677    19.8    1955.0         1
1333        1517714.513    1892117.677    19.8    1956.1         1
1334        1517714.513    1892117.677    19.8    1957.2         1
1335        1517714.513    1892117.677    19.8    1958.3         1
1336        1517714.513    1892117.677    19.8    1959.4         1
1337        1517714.513    1892117.677    19.8    1960.5         1
1338        1517714.513    1892117.677    19.8    1961.7         1
1339        1517714.513    1892117.677    19.8    1962.8         1
1340        1517714.513    1892117.677    19.8    1963.9         1
1341        1517714.513    1892117.677    19.8    1965.0         1
1342        1517714.513    1892117.677    19.8    1966.1         1
1343        1517714.513    1892117.677    19.8    1967.2         1
1344        1517714.513    1892117.677    19.8    1968.5         1
1345        1517714.513    1892117.677    19.8    1969.6         1
1346        1517714.513    1892117.677    19.8    1970.6         1
1347        1517714.513    1892117.677    19.8    1971.7         1
1348        1517714.513    1892117.677    19.8    1972.9         1
1349        1517714.513    1892117.677    19.8    1974.0         1
1350        1517714.513    1892117.677    19.8    1975.1         1
1351        1517714.513    1892117.677    19.8    1976.2         1
1352        1517714.513    1892117.677    19.8    1977.3         1
1353        1517714.513    1892117.677    19.8    1978.4         1
1354        1517714.513    1892117.677    19.8    1979.5         1
1355        1517714.513    1892117.677    19.8    1980.6         1
1356        1517714.513    1892117.677    19.8    1981.7         1
1357        1517714.513    1892117.677    19.8    1983.0         1
1358        1517714.513    1892117.677    19.8    1984.1         1
1359        1517714.513    1892117.677    19.8    1985.2         1
1360        1517714.513    1892117.677    19.8    1986.3         1
1361        1517714.513    1892117.677    19.8    1987.4         1
1362        1517714.513    1892117.677    19.8    1988.5         1
1363        1517714.513    1892117.677    19.8    1989.6         1
1364        1517714.513    1892117.677    19.8    1990.8         1
1365        1517714.513    1892117.677    19.8    1991.9         1
1366        1517714.513    1892117.677    19.8    1993.0         1
1367        1517714.513    1892117.677    19.8    1994.1         1
1368        1517714.513    1892117.677    19.8    1995.2         1
1369        1517714.513    1892117.677    19.8    1996.3         1
1370        1517714.513    1892117.677    19.8    1997.5         1
1371        1517714.513    1892117.677    19.8    1998.7         1
1372        1517714.513    1892117.677    19.8    1999.8         1
1373        1517714.513    1892117.677    19.8    2000.9         1
1374        1517714.513    1892117.677    19.8    2002.0         1
1375        1517714.513    1892117.677    19.8    2003.1         1
1376        1517714.513    1892117.677    19.8    2004.2         1
1377        1517714.513    1892117.677    19.8    2005.3         1
1378        1517714.513    1892117.677    19.8    2006.4         1
1379        1517714.513    1892117.677    19.8    2007.5         1
1380        1517714.513    1892117.677    19.8    2008.6         1
1381        1517714.513    1892117.677    19.8    2009.7         1
1382        1517714.513    1892117.677    19.8    2010.8         1
1383        1517714.513    1892117.677    19.8    2011.9         1
1384        1517714.513    1892117.677    19.8    2013.2         1
1385        1517714.513    1892117.677    19.8    2014.2         1
1386        1517714.513    1892117.677    19.8    2015.4         1
1387        1517714.513    1892117.677    19.8    2016.5         1
1388        1517714.513    1892117.677    19.8    2017.5         1
1389        1517714.513    1892117.677    19.8    2018.6         1
1390        1517714.513    1892117.677    19.8    2019.7         1
1391        1517714.513    1892117.677    19.8    2020.8         1
1392        1517714.513    1892117.677    19.8    2021.9         1
1393        1517714.513    1892117.677    19.8    2023.0         1
1394        1517714.513    1892117.677    19.8    2024.1         1
1395        1517714.513    1892117.677    19.8    2025.2         1
1396        1517714.513    1892117.677    19.8    2026.3         1
1397        1517714.513    1892117.677    19.8    2027.6         1
1398        1517714.513    1892117.677    19.8    2028.7         1
1399        1517714.513    1892117.677    19.8    2029.8         1
1400        1517714.513    1892117.677    19.8    2030.9         1
1401        1517714.513    1892117.677    19.8    2032.0         1
1402        1517714.513    1892117.677    19.8    2033.1         1
1403        1517714.513    1892117.677    19.8    2034.2         1
1404        1517714.513    1892117.677    19.8    2035.3         1
1405        1517714.513    1892117.677    19.8    2036.4         1
1406        1517714.513    1892117.677    19.8    2037.5         1
1407        1517714.513    1892117.677    19.8    2038.6         1
1408        1517714.513    1892117.677    19.8    2039.8         1
1409        1517714.513    1892117.677    19.8    2040.8         1
1410        1517714.513    1892117.677    19.8    2041.9         1
1411        1517714.513    1892117.677    19.8    2043.2         1
1412        1517714.513    1892117.677    19.8    2044.3         1
1413        1517714.513    1892117.677    19.8    2045.4         1
1414        1517714.513    1892117.677    19.8    2046.5         1
1415        1517714.513    1892117.677    19.8    2047.6         1
1416        1517714.513    1892117.677    19.8    2048.7         1
1417        1517714.513    1892117.677    19.8    2049.8         1
1418        1517714.513    1892117.677    19.8    2050.9         1
1419        1517714.513    1892117.677    19.8    2052.0         1
1420        1517714.513    1892117.677    19.8    2053.1         1
1421        1517714.513    1892117.677    19.8    2054.2         1
1422        1517714.513    1892117.677    19.8    2055.3         1
1423        1517714.513    1892117.677    19.8    2056.5         1
1424        1517714.513    1892117.677    19.8    2057.7         1
1425        1517714.513    1892117.677    19.8    2058.8         1
1426        1517714.513    1892117.677    19.8    2059.9         1
1427        1517714.513    1892117.677    19.8    2061.0         1
1428        1517714.513    1892117.677    19.8    2062.1         1
1429        1517714.513    1892117.677    19.8    2063.3         1
1430        1517714.513    1892117.677    19.8    2064.4         1
1431        1517714.513    1892117.677    19.8    2065.4         1
1432        1517714.513    1892117.677    19.8    2066.6         1
1433        1517714.513    1892117.677    19.8    2067.7         1
1434        1517714.513    1892117.677    19.8    2068.7         1
1435        1517714.513    1892117.677    19.8    2069.8         1
1436        1517714.513    1892117.677    19.8    2070.9         1
1437        1517714.513    1892117.677    19.8    2072.0         1
1438        1517714.513    1892117.677    19.8    2073.2         1
1439        1517714.513    1892117.677    19.8    2074.3         1
1440        1517714.513    1892117.677    19.8    2075.5         1
1441        1517714.513    1892117.677    19.8    2076.6         1
1442        1517714.513    1892117.677    19.8    2077.7         1
1443        1517714.513    1892117.677    19.8    2078.8         1
1444        1517714.513    1892117.677    19.8    2079.9         1
1445        1517714.513    1892117.677    19.8    2081.0         1
1446        1517714.513    1892117.677    19.8    2082.2         1
1447        1517714.513    1892117.677    19.8    2083.2         1
1448        1517714.513    1892117.677    19.8    2084.4         1
1449        1517714.513    1892117.677    19.8    2085.5         1
1450        1517714.513    1892117.677    19.8    2086.6         1
1451        1517714.513    1892117.677    19.8    2087.9         1
1452        1517714.513    1892117.677    19.8    2089.0         1
1453        1517714.513    1892117.677    19.8    2090.0         1
1454        1517714.513    1892117.677    19.8    2091.2         1
1455        1517714.513    1892117.677    19.8    2092.3         1
1456        1517714.513    1892117.677    19.8    2093.4         1
1457        1517714.513    1892117.677    19.8    2094.5         1
1458        1517714.513    1892117.677    19.8    2095.6         1
1459        1517714.513    1892117.677    19.8    2096.7         1
1460        1517714.513    1892117.677    19.8    2097.8         1
1461        1517714.513    1892117.677    19.8    2098.9         1
1462        1517714.513    1892117.677    19.8    2100.0         1
1463        1517714.513    1892117.677    19.8    2101.1         1
1464        1517714.513    1892117.677    19.8    2102.2         1
1465        1517714.513    1892117.677    19.8    2103.5         1
1466        1517714.513    1892117.677    19.8    2104.5         1
1467        1517714.513    1892117.677    19.8    2105.6         1
1468        1517714.513    1892117.677    19.8    2106.7         1
1469        1517714.513    1892117.677    19.8    2107.8         1
1470        1517714.513    1892117.677    19.8    2108.9         1
1471        1517714.513    1892117.677    19.8    2110.0         1
1472        1517714.513    1892117.677    19.8    2111.2         1
1473        1517714.513    1892117.677    19.8    2112.3         1
1474        1517714.513    1892117.677    19.8    2113.3         1
1475        1517714.513    1892117.677    19.8    2114.5         1
1476        1517714.513    1892117.677    19.8    2115.6         1
1477        1517714.513    1892117.677    19.8    2116.7         1
1478        1517714.513    1892117.677    19.8    2117.9         1
1479        1517714.513    1892117.677    19.8    2119.0         1
1480        1517714.513    1892117.677    19.8    2120.1         1
1481        1517714.513    1892117.677    19.8    2121.2         1
1482        1517714.513    1892117.677    19.8    2122.3         1
1483        1517714.513    1892117.677    19.8    2123.4         1
1484        1517714.513    1892117.677    19.8    2124.5         1
1485        1517714.513    1892117.677    19.8    2125.6         1
1486        1517714.513    1892117.677    19.8    2126.7         1
1487        1517714.513    1892117.677    19.8    2127.8         1
1488        1517714.513    1892117.677    19.8    2128.9         1
1489        1517714.513    1892117.677    19.8    2130.1         1
1490        1517714.513    1892117.677    19.8    2131.2         1
1491        1517714.513    1892117.677    19.8    2132.3         1
1492        1517714.513    1892117.677    19.8    2133.6         1
1493        1517714.513    1892117.677    19.8    2134.7         1
1494        1517714.513    1892117.677    19.8    2135.8         1
1495        1517714.513    1892117.677    19.8    2136.9         1
1496        1517714.513    1892117.677    19.8    2138.0         1
1497        1517714.513    1892117.677    19.8    2139.2         1
1498        1517714.513    1892117.677    19.8    2140.3         1
1499        1517714.513    1892117.677    19.8    2141.5         1
1500        1517714.513    1892117.677    19.8    2142.6         1
1501        1517714.513    1892117.677    19.8    2143.7         1
1502        1517714.513    1892117.677    19.8    2144.8         1
1503        1517714.513    1892117.677    19.8    2145.9         1
1504        1517714.513    1892117.677    19.8    2147.0         1
1505        1517714.513    1892117.677    19.8    2148.3         1
1506        1517714.513    1892117.677    19.8    2149.4         1
1507        1517714.513    1892117.677    19.8    2150.6         1
1508        1517714.513    1892117.677    19.8    2151.7         1
1509        1517714.513    1892117.677    19.8    2152.8         1
1510        1517714.513    1892117.677    19.8    2154.0         1
1511        1517714.513    1892117.677    19.8    2155.1         1
1512        1517714.513    1892117.677    19.8    2156.2         1
