Set parameter TimeLimit to value 7200
Setting sB&C+LSI: The proposed B&C algorithm based on formulation (40) (equipped with the lifted submodular inequalities), with only the second stage implemented
Gurobi Optimizer version 11.0.1 build v11.0.1rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Optimize a model with 1000 rows, 1300 columns and 1000 nonzeros
Model fingerprint: 0xcab6f26f
Variable types: 1000 continuous, 300 integer (300 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+00]
  Objective range  [1e+01, 2e+03]
  Bounds range     [0e+00, 0e+00]
  RHS range        [9e-06, 1e+00]
Found heuristic solution: objective -1.01138e+15
Presolve removed 1000 rows and 0 columns
Presolve time: 0.00s
Presolved: 0 rows, 1300 columns, 0 nonzeros
Variable types: 1000 continuous, 300 integer (300 binary)
Found heuristic solution: objective -1.01138e+15

Root relaxation: objective 4.249407e+05, 0 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  8608  1514     cutoff   32      246941.036 247206.321  0.11%   129 1360s
  8647  1515 246973.857   28  115 246941.036 247205.094  0.11%   129 1365s
  8702  1517 247014.289   28  114 246941.036 247204.174  0.11%   129 1370s
  8764  1514 247047.920   23  119 246941.036 247201.905  0.11%   129 1375s
  8814  1515 247040.057   22  136 246941.036 247199.783  0.10%   129 1380s
  8860  1514 247145.836   25  125 246941.036 247198.576  0.10%   129 1385s
  8915  1512 247027.187   29  116 246941.036 247197.520  0.10%   129 1390s
  8929  1511 247069.190   24  122 246941.036 247197.371  0.10%   129 1395s
  9000  1508 246971.846   30  120 246941.036 247195.743  0.10%   129 1400s
  9042  1506 247023.868   23  140 246941.036 247193.168  0.10%   129 1405s
  9090  1502     cutoff   17      246941.036 247190.826  0.10%   129 1410s
  9140  1494 246987.987   24  129 246941.036 247189.330  0.10%   129 1415s
  9190  1489 247055.878   23  119 246941.036 247187.252  0.10%   129 1420s
  9251  1493 247081.096   26  126 246941.036 247185.966  0.10%   129 1425s
  9294  1490 247093.887   26  114 246941.036 247185.424  0.10%   129 1433s
  9310  1488 247008.794   21  133 246941.036 247184.781  0.10%   129 1435s
  9369  1487     cutoff   23      246941.036 247182.128  0.10%   129 1440s
  9421  1483 246960.027   20  136 246941.036 247181.215  0.10%   129 1450s
  9460  1474 246975.676   22  129 246941.036 247179.845  0.10%   129 1455s
  9509  1466 247035.933   22  129 246941.036 247179.039  0.10%   129 1460s
  9573  1465 246961.865   23  130 246941.036 247176.894  0.10%   129 1465s
  9619  1454 246989.183   23  135 246941.036 247174.824  0.09%   129 1470s
  9671  1449 247014.615   31  110 246941.036 247173.517  0.09%   129 1475s
  9728  1448 246974.852   28  126 246941.036 247172.063  0.09%   129 1481s
  9768  1454 246987.681   28  107 246941.036 247170.994  0.09%   129 1485s
  9814  1451 246979.458   31  109 246941.036 247170.004  0.09%   129 1490s
  9865  1447     cutoff   26      246941.036 247169.442  0.09%   129 1495s
  9926  1443 247087.251   21  143 246941.036 247168.238  0.09%   129 1500s
  9943  1442 247066.935   23  132 246941.036 247168.095  0.09%   129 1505s
  9968  1438     cutoff   24      246941.036 247167.353  0.09%   129 1510s
 10015  1435 247009.964   26  129 246941.036 247165.621  0.09%   129 1515s
 10076  1429 246957.261   22  140 246941.036 247164.187  0.09%   129 1520s
 10126  1434     cutoff   27      246941.036 247162.822  0.09%   129 1525s
 10180  1427 246956.893   26  120 246941.036 247161.054  0.09%   129 1530s
 10228  1418     cutoff   25      246941.036 247159.165  0.09%   129 1535s
 10259  1415 247010.513   26  119 246941.036 247157.878  0.09%   129 1540s
 10311  1413 247044.653   28  117 246941.036 247157.141  0.09%   129 1545s
 10356  1402 246996.665   26  122 246941.036 247155.738  0.09%   129 1550s
 10412  1398 246986.204   24  115 246941.036 247154.670  0.09%   129 1555s
 10451  1390 246970.124   24  120 246941.036 247153.105  0.09%   129 1560s
 10498  1382 247055.696   20  150 246941.036 247151.029  0.09%   129 1565s
 10549  1377 246964.318   32  104 246941.036 247149.372  0.08%   129 1570s
 10590  1367     cutoff   29      246941.036 247148.369  0.08%   129 1575s
 10633  1359 246941.112   28  124 246941.036 247147.037  0.08%   129 1580s
 10674  1350 246961.044   24  138 246941.036 247145.555  0.08%   130 1585s
 10717  1342     cutoff   27      246941.036 247144.266  0.08%   130 1590s
 10771  1335 247063.491   28  118 246941.036 247142.635  0.08%   130 1595s
 10823  1328 247020.374   24  132 246941.036 247141.333  0.08%   130 1600s
 10883  1316 247031.206   28  114 246941.036 247139.842  0.08%   130 1605s
 10944  1310     cutoff   24      246941.036 247138.702  0.08%   129 1610s
 11002  1306 246943.546   30  119 246941.036 247137.321  0.08%   129 1615s
 11063  1301     cutoff   20      246941.036 247135.861  0.08%   129 1620s
 11123  1293 246963.374   23  133 246941.036 247134.314  0.08%   129 1625s
 11176  1277     cutoff   24      246941.036 247132.586  0.08%   129 1630s
 11226  1267 247000.402   32  121 246941.036 247131.162  0.08%   129 1635s
 11292  1248     cutoff   24      246941.036 247128.274  0.08%   129 1640s
 11342  1240     cutoff   29      246941.036 247126.130  0.07%   129 1645s
 11397  1229 247041.032   19  143 246941.036 247124.783  0.07%   129 1650s
 11451  1218 246972.078   23  129 246941.036 247123.584  0.07%   129 1655s
 11497  1204 246970.711   24  121 246941.036 247121.565  0.07%   129 1660s
 11546  1192 246967.270   19  153 246941.036 247119.307  0.07%   129 1665s
 11595  1180 246982.412   26  109 246941.036 247117.415  0.07%   130 1670s
 11651  1170 246989.712   31  111 246941.036 247115.662  0.07%   129 1675s
 11713  1156     cutoff   29      246941.036 247113.504  0.07%   129 1680s
 11767  1137 246967.448   27  130 246941.036 247111.674  0.07%   129 1685s
 11822  1125 247014.056   26  108 246941.036 247110.477  0.07%   129 1690s
 11890  1112 247087.401   22  138 246941.036 247108.034  0.07%   129 1695s
 11943  1102 247013.944   26  130 246941.036 247105.626  0.07%   129 1700s
 12007  1088 247012.385   27  127 246941.036 247103.522  0.07%   129 1705s
 12060  1067 246945.989   25  123 246941.036 247100.642  0.06%   129 1710s
 12133  1059 247023.922   26  114 246941.036 247099.390  0.06%   129 1715s
 12204  1038 246956.197   23  120 246941.036 247096.822  0.06%   129 1720s
 12259  1017     cutoff   22      246941.036 247094.795  0.06%   129 1725s
 12315  1002     cutoff   26      246941.036 247093.723  0.06%   129 1730s
 12371   979 247025.703   29  116 246941.036 247091.846  0.06%   129 1735s
 12436   964 246986.595   26  119 246941.036 247089.878  0.06%   129 1740s
 12496   946 247017.201   30  110 246941.036 247087.372  0.06%   129 1745s
 12567   937 247026.272   25  119 246941.036 247085.930  0.06%   129 1750s
 12628   927 246946.482   24  125 246941.036 247084.198  0.06%   129 1755s
 12684   912     cutoff   23      246941.036 247082.886  0.06%   129 1760s
 12740   897 246953.683   26  118 246941.036 247081.075  0.06%   129 1765s
 12814   855 247051.505   32  110 246941.036 247076.959  0.06%   129 1770s
 12888   827     cutoff   26      246941.036 247073.304  0.05%   129 1775s
 12950   803 247004.521   27  117 246941.036 247071.068  0.05%   129 1780s
 13012   770 247003.877   33  107 246941.036 247067.101  0.05%   129 1785s
 13091   741     cutoff   22      246941.036 247064.772  0.05%   128 1790s
 13165   712     cutoff   24      246941.036 247062.698  0.05%   128 1795s
 13226   686 246986.361   26  125 246941.036 247059.567  0.05%   128 1800s
 13270   666 246982.953   27  110 246941.036 247058.149  0.05%   128 1808s
 13271   667 246958.854   28  105 246941.036 247058.149  0.05%   128 1810s
 13285   656 246993.342   32  109 246941.036 247057.154  0.05%   128 1825s
 13338   637 246995.803   28  100 246941.036 247053.687  0.05%   128 1830s
 13401   608 246945.364   30  116 246941.036 247050.186  0.04%   128 1835s
 13475   581     cutoff   26      246941.036 247047.411  0.04%   128 1840s
 13549   562 246946.102   28  125 246941.036 247045.355  0.04%   128 1845s
 13629   534 246964.999   28  117 246941.036 247042.504  0.04%   128 1850s
 13699   500     cutoff   32      246941.036 247038.390  0.04%   128 1855s
 13792   446 246972.411   40   88 246941.036 247030.372  0.04%   127 1860s
 13891   397 247007.717   24  115 246941.036 247023.246  0.03%   127 1865s
 13992   354 246985.166   27  117 246941.036 247016.487  0.03%   127 1870s
 14093   275     cutoff   27      246941.036 247005.727  0.03%   126 1875s
 14212   219 246968.225   28  110 246941.036 246995.139  0.02%   126 1880s
 14340   149 246958.317   35  103 246941.036 246978.752  0.02%   125 1885s
 14513    15     cutoff   41      246941.036 246948.198  0.00%   124 1890s

Cutting planes:
  Gomory: 1
  Lift-and-project: 3
  MIR: 733
  Flow cover: 491
  RLT: 15
  Relax-and-lift: 3
  Lazy constraints: 310

Explored 14529 nodes (1806320 simplex iterations) in 1890.24 seconds (2323.51 work units)
Thread count was 1 (of 52 available processors)

Solution count 10: 246941 246868 246600 ... -1.01138e+15

Optimal solution found (tolerance 0.00e+00)
Best objective 2.469410358103e+05, best bound 2.469410358103e+05, gap 0.0000%

User-callback calls 207638, time in user-callback 3.99 sec

Total CPU time: 1890.24 sec
Termination status: OPTIMAL
Percentage optimality gap: 0.00 %
Number of explored nodes: 14529
Objective value of the returned solution: 246941.035810
The LP relaxation bound at the root node: 262792.583573
Optimal facility locations: [7, 8, 11, 20, 34, 37, 40, 44, 48, 53, 56, 65, 77, 80, 81, 84, 86, 92, 97, 113, 128, 129, 131, 133, 138, 140, 143, 146, 158, 169, 173, 179, 183, 189, 190, 192, 194, 233, 243, 256, 273, 274, 282, 286, 287, 295]

@end of file
