    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  7443  3871 222924.953   59  105 222849.064 224945.233  0.94%  92.5 1050s
  7486  3896 224272.560   37  141 222849.064 224940.218  0.94%  92.6 1055s
  7516  3914 223921.840   41  132 222849.064 224939.926  0.94%  92.7 1060s
  7555  3941 223095.375   51  116 222849.064 224939.768  0.94%  92.8 1065s
  7571  3949 223845.538   43  127 222849.064 224938.981  0.94%  92.9 1071s
  7594  3965 223779.443   38  121 222849.064 224937.895  0.94%  93.0 1075s
  7623  3982 223925.674   39  132 222849.064 224937.786  0.94%  93.1 1080s
  7665  4010 224425.253   37  137 222849.064 224936.081  0.94%  93.3 1085s
  7704  4040 224425.516   33  144 222849.064 224933.055  0.94%  93.4 1090s
  7714  4050 224164.169   39  138 222849.064 224933.055  0.94%  93.4 1095s
  7755  4083 224511.008   27  140 222849.064 224933.040  0.94%  93.4 1100s
  7796  4113 224130.291   41  132 222849.064 224932.799  0.94%  93.5 1109s
  7797  4114 224019.459   42  133 222849.064 224932.799  0.94%  93.5 1110s
  7840  4141 223732.356   46  131 222849.064 224932.522  0.93%  93.5 1115s
  7876  4162 223582.889   42  131 222849.064 224932.428  0.93%  93.5 1120s
  7917  4190 222891.401   53  115 222849.064 224932.148  0.93%  93.5 1125s
  7954  4215 223361.966   47  118 222849.064 224931.583  0.93%  93.6 1130s
  7989  4237 223679.327   48  101 222849.064 224931.460  0.93%  93.5 1135s
  8019  4259 223627.502   40  128 222849.064 224930.954  0.93%  93.6 1140s
  8060  4290 223089.521   54  120 222849.064 224929.614  0.93%  93.6 1145s
  8106  4327 223223.876   55   99 222849.064 224928.095  0.93%  93.7 1150s
  8134  4343 223278.550   42  130 222849.064 224925.622  0.93%  93.8 1157s
  8135  4344 223199.941   43  129 222849.064 224925.622  0.93%  93.8 1161s
  8175  4368 222851.185   51  106 222849.064 224925.510  0.93%  93.7 1165s
  8237  4388 224906.434   30  157 222849.064 224922.805  0.93%  93.8 1170s
  8288  4431 223915.704   43  128 222849.064 224919.758  0.93%  93.9 1175s
  8321  4454 223345.332   42  135 222849.064 224918.542  0.93%  94.0 1180s
  8367  4482 224686.217   26  148 222849.064 224917.209  0.93%  94.1 1185s
  8396  4503 224563.206   26  145 222849.064 224916.940  0.93%  94.2 1190s
  8421  4528 223614.801   39  112 222849.064 224916.940  0.93%  94.4 1200s
  8467  4560 223267.171   47  121 222849.064 224916.864  0.93%  94.3 1205s
  8503  4582 223813.153   38  123 222849.064 224913.550  0.93%  94.4 1210s
  8551  4622 223892.068   46  127 222849.064 224913.548  0.93%  94.3 1215s
  8592  4649 224261.826   38  136 222849.064 224912.879  0.93%  94.3 1220s
  8594  4651 223955.034   40  134 222849.064 224912.879  0.93%  94.4 1226s
  8623  4679 223089.682   46  125 222849.064 224912.879  0.93%  94.5 1230s
  8668  4703     cutoff   53      222849.064 224912.465  0.93%  94.7 1235s
  8712  4733 224524.811   35  136 222849.064 224908.159  0.92%  94.6 1240s
  8749  4755 224191.746   32  147 222849.064 224907.815  0.92%  94.7 1245s
  8787  4783 224279.854   37  128 222849.064 224906.598  0.92%  94.7 1250s
  8845  4834 222955.741   60   87 222849.064 224905.028  0.92%  94.6 1255s
  8856  4837 224567.303   34  142 222849.064 224904.215  0.92%  94.6 1261s
  8887  4858 224837.460   32  151 222849.064 224904.091  0.92%  94.6 1265s
  8920  4881 224470.904   32  153 222849.064 224904.078  0.92%  94.7 1270s
  8954  4915 222929.628   46  112 222849.064 224904.078  0.92%  94.8 1275s
  8992  4939 222874.580   57  115 222849.064 224903.419  0.92%  94.9 1280s
  9028  4961 224645.962   30  139 222849.064 224902.314  0.92%  94.8 1285s
  9075  4983 224040.157   33  128 222849.064 224902.160  0.92%  94.8 1290s
  9118  5010 224149.735   41  140 222849.064 224899.716  0.92%  94.9 1295s
  9150  5034 224437.862   37  146 222849.064 224899.293  0.92%  95.0 1300s
  9173  5057 223664.327   48  121 222849.064 224899.293  0.92%  95.1 1309s
  9179  5063 223233.176   51  115 222849.064 224899.293  0.92%  95.1 1310s
  9221  5094 223462.846   48  130 222849.064 224897.155  0.92%  95.2 1315s
  9266  5117 224813.232   32  143 222849.064 224894.788  0.92%  95.2 1320s
  9303  5144 224612.816   30  150 222849.064 224894.120  0.92%  95.2 1325s
  9341  5174 224237.049   31  133 222849.064 224893.709  0.92%  95.3 1330s
