    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 28512  4963 222635.789   29   83 222457.215 222751.819  0.13%   128 1695s
 28622  4966 222518.751   27   93 222457.215 222751.387  0.13%   128 1700s
 28728  4964 222462.507   32   94 222457.215 222750.396  0.13%   128 1705s
 28841  4960     cutoff   29      222457.215 222749.202  0.13%   128 1710s
 28948  4971 222460.790   33   77 222457.215 222748.561  0.13%   128 1715s
 29058  4972 222477.066   35   73 222457.215 222747.647  0.13%   128 1720s
 29174  4978 222517.190   31   95 222457.215 222746.386  0.13%   128 1725s
 29293  4968 222474.690   31   85 222457.215 222745.634  0.13%   128 1730s
 29402  4969 222477.736   29  107 222457.215 222744.667  0.13%   128 1735s
 29510  4968 222512.891   35   75 222457.215 222743.458  0.13%   128 1740s
 29625  4975 222597.937   30   87 222457.215 222742.346  0.13%   128 1745s
 29658  4972 222516.699   27   96 222457.215 222742.233  0.13%   128 1750s
 29776  4969 222498.670   26   93 222457.215 222741.323  0.13%   128 1755s
 29887  4963 222678.052   31   87 222457.215 222740.125  0.13%   128 1760s
 30019  4971 222480.773   32   78 222457.215 222739.370  0.13%   128 1765s
 30122  4961     cutoff   28      222457.215 222738.688  0.13%   127 1770s
 30219  4952 222493.149   29   98 222457.215 222737.450  0.13%   127 1775s
 30326  4945 222462.529   35   80 222457.215 222736.331  0.13%   127 1780s
 30431  4938 222556.640   31   72 222457.215 222735.487  0.13%   127 1785s
 30538  4927 222609.495   29   91 222457.215 222734.249  0.12%   127 1790s
 30652  4927     cutoff   27      222457.215 222732.546  0.12%   127 1795s
 30764  4924 222534.452   27   92 222457.215 222731.651  0.12%   127 1800s
 30869  4925     cutoff   28      222457.215 222730.769  0.12%   127 1805s
 30996  4928 222540.153   35   98 222457.215 222729.631  0.12%   127 1810s
 31103  4931 222564.499   33   78 222457.215 222728.837  0.12%   127 1815s
 31209  4925 222462.516   28  100 222457.215 222728.216  0.12%   127 1820s
 31326  4918 222618.664   35   85 222457.215 222727.385  0.12%   127 1825s
 31422  4910 222593.365   35   86 222457.215 222726.678  0.12%   127 1830s
 31536  4915     cutoff   32      222457.215 222726.009  0.12%   127 1835s
 31645  4916 222473.800   31   93 222457.215 222725.240  0.12%   127 1840s
 31758  4920 222537.269   27  101 222457.215 222724.390  0.12%   127 1845s
 31878  4917 222501.593   30  102 222457.215 222723.621  0.12%   127 1850s
 31984  4907 222645.694   24   93 222457.215 222722.860  0.12%   127 1855s
 32084  4901 222474.078   25   88 222457.215 222722.064  0.12%   127 1860s
 32178  4892 222482.439   30   89 222457.215 222721.218  0.12%   127 1865s
 32307  4892 222471.800   37   75 222457.215 222720.720  0.12%   127 1870s
 32417  4885 222525.631   36   78 222457.215 222719.690  0.12%   127 1875s
 32525  4875 222653.401   33   91 222457.215 222718.926  0.12%   127 1880s
 32639  4872 222516.060   30   87 222457.215 222718.063  0.12%   127 1885s
 32763  4865     cutoff   38      222457.215 222716.721  0.12%   127 1890s
 32886  4860 222543.199   33   76 222457.215 222715.604  0.12%   127 1895s
 33002  4856 222544.522   31   88 222457.215 222714.591  0.12%   127 1900s
 33104  4852 222480.075   30   86 222457.215 222713.517  0.12%   127 1905s
 33202  4842 222529.580   29   96 222457.215 222712.731  0.11%   127 1910s
 33316  4842 222493.456   32   87 222457.215 222712.011  0.11%   127 1915s
 33429  4829 222525.336   37   80 222457.215 222710.926  0.11%   126 1920s
 33539  4830 222483.519   34   81 222457.215 222709.952  0.11%   126 1925s
 33658  4820 222485.983   29   93 222457.215 222709.195  0.11%   126 1930s
 33770  4810 222533.713   31   95 222457.215 222708.675  0.11%   126 1935s
 33873  4810 222466.588   30   77 222457.215 222708.372  0.11%   126 1940s
 33987  4800 222462.326   30   89 222457.215 222707.986  0.11%   126 1945s
 34104  4789 222561.762   32   82 222457.215 222707.176  0.11%   126 1950s
 34215  4776 222561.387   28   91 222457.215 222706.395  0.11%   126 1955s
 34332  4759     cutoff   33      222457.215 222705.372  0.11%   126 1960s
 34433  4743 222534.997   32   85 222457.215 222704.240  0.11%   126 1965s
 34554  4740 222465.661   27   94 222457.215 222703.688  0.11%   126 1970s
 34675  4732 222487.869   29   86 222457.215 222702.708  0.11%   126 1975s
 34793  4729 222484.155   37   79 222457.215 222701.691  0.11%   126 1980s
 34926  4726 222494.047   33   98 222457.215 222701.108  0.11%   126 1985s
 35039  4722 222572.124   29   97 222457.215 222700.162  0.11%   126 1990s
 35138  4717 222576.118   25  101 222457.215 222699.335  0.11%   126 1995s
 35252  4713     cutoff   40      222457.215 222698.686  0.11%   126 2000s
 35359  4721 222545.773   33   74 222457.215 222698.217  0.11%   126 2005s
 35481  4716 222562.007   30   89 222457.215 222697.503  0.11%   126 2010s
 35587  4703 222583.798   32  101 222457.215 222696.881  0.11%   126 2015s
 35700  4689     cutoff   27      222457.215 222696.341  0.11%   126 2020s
 35820  4683 222592.448   32   97 222457.215 222695.508  0.11%   126 2025s
 35930  4685 222506.696   26   90 222457.215 222694.847  0.11%   126 2030s
 36044  4677 222546.497   32   88 222457.215 222693.753  0.11%   126 2035s
 36152  4663 222464.951   34   81 222457.215 222692.744  0.11%   126 2040s
 36268  4650 222619.373   36   77 222457.215 222692.285  0.11%   126 2045s
 36372  4640     cutoff   30      222457.215 222691.449  0.11%   126 2050s
 36478  4630 222551.700   32   91 222457.215 222690.911  0.11%   126 2055s
 36571  4615 222534.128   33   86 222457.215 222689.854  0.10%   126 2060s
 36650  4604 222601.091   31  101 222457.215 222689.325  0.10%   126 2098s
 36652  4606 222471.374   33   99 222457.215 222689.325  0.10%   126 2102s
 36724  4592     cutoff   36      222457.215 222688.962  0.10%   126 2105s
 36833  4588 222480.847   28   90 222457.215 222688.269  0.10%   126 2110s
 36932  4580 222465.208   36   86 222457.215 222687.548  0.10%   126 2115s
 37039  4563 222470.104   33   89 222457.215 222686.687  0.10%   126 2120s
 37154  4553 222594.890   28   97 222457.215 222686.207  0.10%   126 2125s
 37254  4538 222557.803   34   88 222457.215 222685.203  0.10%   126 2130s
 37349  4520 222616.484   34   84 222457.215 222684.122  0.10%   126 2135s
 37454  4500     cutoff   36      222457.215 222682.946  0.10%   126 2140s
 37563  4484 222469.427   33   84 222457.215 222681.734  0.10%   126 2145s
 37670  4473     cutoff   34      222457.215 222680.518  0.10%   126 2150s
 37783  4460 222551.655   27   88 222457.215 222680.015  0.10%   125 2155s
 37889  4446 222601.279   33   85 222457.215 222678.995  0.10%   125 2160s
 37994  4426 222539.572   28   96 222457.215 222678.054  0.10%   125 2165s
 38102  4420 222505.850   35   78 222457.215 222677.072  0.10%   125 2170s
 38221  4410 222487.674   33   88 222457.215 222676.157  0.10%   125 2175s
 38333  4397 222473.941   42   61 222457.215 222675.268  0.10%   125 2180s
 38438  4372 222495.284   26   91 222457.215 222674.074  0.10%   125 2185s
 38556  4365 222488.767   25   91 222457.215 222673.510  0.10%   125 2190s
 38663  4358 222567.615   31   82 222457.215 222672.989  0.10%   125 2195s
 38800  4345 222470.630   33   99 222457.215 222671.772  0.10%   125 2200s
 38903  4327 222507.470   31   99 222457.215 222671.089  0.10%   125 2205s
 39018  4312 222536.650   32   94 222457.215 222670.159  0.10%   125 2210s
 39131  4295 222524.756   29   95 222457.215 222669.129  0.10%   125 2215s
 39252  4288     cutoff   34      222457.215 222668.240  0.09%   125 2220s
 39352  4270     cutoff   41      222457.215 222667.537  0.09%   125 2225s
 39471  4249     cutoff   31      222457.215 222666.481  0.09%   125 2230s
 39582  4228 222523.909   30   76 222457.215 222665.604  0.09%   125 2235s
 39677  4210 222488.606   30   84 222457.215 222664.876  0.09%   125 2240s
 39785  4187     cutoff   28      222457.215 222664.556  0.09%   125 2245s
 39892  4160 222538.689   33   87 222457.215 222663.123  0.09%   125 2250s
 40004  4158 222463.542   31   85 222457.215 222662.299  0.09%   125 2255s
 40141  4143 222514.391   29   80 222457.215 222661.512  0.09%   125 2260s
 40262  4136 222630.507   33   71 222457.215 222660.560  0.09%   125 2265s
 40394  4131 222482.724   30   93 222457.215 222659.856  0.09%   125 2270s
 40512  4117 222594.475   31   89 222457.215 222659.279  0.09%   125 2275s
 40639  4099     cutoff   32      222457.215 222658.408  0.09%   125 2280s
 40758  4081 222504.952   31   91 222457.215 222657.351  0.09%   125 2285s
 40884  4063 222522.448   33   82 222457.215 222656.551  0.09%   125 2290s
 41031  4051     cutoff   36      222457.215 222655.669  0.09%   125 2295s
 41136  4024     cutoff   31      222457.215 222654.550  0.09%   125 2300s
 41255  4001 222580.829   28   88 222457.215 222653.395  0.09%   125 2305s
 41365  3973 222482.702   37   83 222457.215 222651.896  0.09%   125 2310s
 41490  3966 222481.797   36   70 222457.215 222650.801  0.09%   125 2315s
 41602  3943 222461.686   29   89 222457.215 222649.605  0.09%   125 2320s
 41736  3931 222530.570   29   90 222457.215 222648.663  0.09%   124 2325s
 41848  3925 222489.090   32   84 222457.215 222647.985  0.09%   124 2330s
 41959  3895     cutoff   35      222457.215 222646.850  0.09%   124 2335s
 42089  3881     cutoff   30      222457.215 222645.956  0.08%   124 2340s
 42211  3869 222457.878   37   73 222457.215 222645.200  0.08%   124 2345s
 42333  3841 222513.729   33   82 222457.215 222644.467  0.08%   124 2350s
 42439  3819 222540.492   32   93 222457.215 222643.464  0.08%   124 2355s
 42555  3795 222548.166   27   85 222457.215 222642.642  0.08%   124 2360s
 42593  3791     cutoff   29      222457.215 222642.410  0.08%   124 2365s
 42702  3772 222547.563   29   85 222457.215 222641.429  0.08%   124 2370s
 42805  3753     cutoff   32      222457.215 222640.613  0.08%   124 2375s
 42872  3737 222482.323   33   92 222457.215 222639.929  0.08%   124 2382s
 42926  3724 222547.191   33   88 222457.215 222639.477  0.08%   124 2385s
 43045  3702     cutoff   36      222457.215 222638.709  0.08%   124 2390s
 43165  3692 222491.899   35   89 222457.215 222637.927  0.08%   124 2395s
 43276  3666 222548.830   35   78 222457.215 222636.814  0.08%   124 2400s
 43418  3653 222523.497   43   68 222457.215 222635.709  0.08%   124 2405s
 43544  3623     cutoff   31      222457.215 222634.519  0.08%   124 2410s
 43667  3600 222464.748   30   87 222457.215 222633.651  0.08%   124 2415s
 43772  3580 222465.529   34   82 222457.215 222632.928  0.08%   124 2420s
 43871  3558 222560.805   33  100 222457.215 222632.064  0.08%   124 2425s
 43978  3539 222501.718   35   84 222457.215 222631.158  0.08%   124 2430s
 44105  3521 222474.155   31   98 222457.215 222630.027  0.08%   124 2435s
 44210  3492 222498.209   31   85 222457.215 222628.905  0.08%   124 2440s
 44333  3470 222480.957   35   78 222457.215 222627.975  0.08%   124 2445s
 44451  3451 222493.055   32   95 222457.215 222626.951  0.08%   124 2450s
 44586  3423     cutoff   35      222457.215 222626.088  0.08%   124 2455s
 44710  3395 222503.565   32   84 222457.215 222624.685  0.08%   124 2460s
 44829  3371 222494.616   30   87 222457.215 222623.921  0.07%   124 2465s
 44957  3350 222539.480   35   82 222457.215 222622.901  0.07%   124 2470s
 45080  3322 222552.794   29   80 222457.215 222622.065  0.07%   124 2475s
 45179  3298 222462.200   35   76 222457.215 222621.246  0.07%   124 2480s
 45290  3269     cutoff   34      222457.215 222620.397  0.07%   124 2485s
 45405  3249 222524.931   35   91 222457.215 222619.517  0.07%   124 2490s
 45534  3219 222508.353   34   76 222457.215 222618.551  0.07%   124 2495s
 45660  3187     cutoff   34      222457.215 222617.413  0.07%   123 2500s
 45778  3154 222547.713   29   86 222457.215 222616.397  0.07%   123 2505s
 45898  3122 222496.025   37   67 222457.215 222615.338  0.07%   123 2510s
 46013  3091 222474.936   29   77 222457.215 222614.154  0.07%   123 2515s
 46131  3067 222483.173   29   86 222457.215 222613.120  0.07%   123 2520s
 46259  3037     cutoff   35      222457.215 222611.965  0.07%   123 2525s
 46337  3023 222462.905   32   80 222457.215 222611.279  0.07%   123 2530s
 46443  2981 222546.366   33   82 222457.215 222609.695  0.07%   123 2535s
 46578  2964 222457.225   55    8 222457.215 222608.813  0.07%   123 2540s
 46696  2934     cutoff   33      222457.215 222608.049  0.07%   123 2545s
 46816  2893 222520.193   35   87 222457.215 222606.407  0.07%   123 2550s
 46934  2869 222494.735   29   88 222457.215 222605.493  0.07%   123 2555s
 47044  2836 222466.352   29   88 222457.215 222604.459  0.07%   123 2560s
 47171  2803 222480.183   37   74 222457.215 222603.372  0.07%   123 2565s
 47302  2772 222493.300   34   82 222457.215 222602.122  0.07%   123 2570s
 47444  2736 222466.341   38   64 222457.215 222600.662  0.06%   123 2575s
 47577  2702     cutoff   29      222457.215 222599.404  0.06%   123 2580s
 47692  2667 222523.863   33   95 222457.215 222598.114  0.06%   123 2585s
 47837  2629 222497.568   33   97 222457.215 222596.792  0.06%   123 2590s
 47982  2595     cutoff   31      222457.215 222595.760  0.06%   123 2595s
 48113  2555 222517.018   29   94 222457.215 222594.609  0.06%   123 2600s
 48240  2509     cutoff   29      222457.215 222593.008  0.06%   123 2605s
 48376  2464     cutoff   33      222457.215 222591.400  0.06%   123 2610s
 48499  2428 222480.412   31   85 222457.215 222590.204  0.06%   123 2615s
 48612  2392 222488.479   30   89 222457.215 222588.311  0.06%   123 2620s
 48753  2340 222508.688   34   86 222457.215 222586.486  0.06%   123 2625s
 48877  2304     cutoff   37      222457.215 222585.235  0.06%   122 2630s
 49009  2262 222494.678   35   82 222457.215 222583.751  0.06%   122 2635s
 49149  2215     cutoff   27      222457.215 222582.269  0.06%   122 2640s
 49283  2181 222463.574   41   58 222457.215 222580.927  0.06%   122 2645s
 49427  2137     cutoff   31      222457.215 222579.265  0.05%   122 2650s
 49562  2103 222472.045   42   66 222457.215 222578.048  0.05%   122 2655s
 49628  2078 222497.878   33   84 222457.215 222577.166  0.05%   122 2660s
 49758  2025 222484.367   36   92 222457.215 222575.426  0.05%   122 2665s
 49901  1962     cutoff   32      222457.215 222572.968  0.05%   122 2670s
 50030  1909 222470.200   36   81 222457.215 222570.712  0.05%   122 2675s
 50190  1852     cutoff   37      222457.215 222568.973  0.05%   122 2680s
 50331  1792     cutoff   25      222457.215 222566.806  0.05%   122 2685s
 50475  1735 222464.217   34   97 222457.215 222563.830  0.05%   122 2690s
 50637  1665     cutoff   34      222457.215 222561.640  0.05%   122 2695s
 50791  1604 222499.470   34   90 222457.215 222559.250  0.05%   122 2700s
 50933  1547     cutoff   36      222457.215 222557.803  0.05%   121 2705s
 51091  1480     cutoff   32      222457.215 222555.486  0.04%   121 2710s
 51236  1410 222524.012   34   84 222457.215 222553.079  0.04%   121 2715s
 51389  1330     cutoff   28      222457.215 222550.233  0.04%   121 2720s
 51554  1246     cutoff   36      222457.215 222546.989  0.04%   121 2725s
 51712  1177 222466.480   30   83 222457.215 222543.845  0.04%   121 2730s
 51875  1104 222457.769   29   88 222457.215 222541.423  0.04%   121 2735s
 52039  1026     cutoff   40      222457.215 222537.437  0.04%   121 2740s
 52215   935     cutoff   29      222457.215 222533.753  0.03%   121 2745s
 52386   835     cutoff   35      222457.215 222529.052  0.03%   120 2750s
 52570   705 222475.156   34   76 222457.215 222521.944  0.03%   120 2755s
 52770   568 222469.004   29   91 222457.215 222513.079  0.03%   120 2760s
 53001   376     cutoff   34      222457.215 222499.186  0.02%   120 2765s
 53309    98     cutoff   29      222457.215 222466.933  0.00%   119 2770s

Cutting planes:
  Lift-and-project: 4
  MIR: 693
  Flow cover: 361
  RLT: 26
  Relax-and-lift: 21
  Lazy constraints: 986

Explored 53408 nodes (6365381 simplex iterations) in 2770.93 seconds (4099.95 work units)
Thread count was 1 (of 52 available processors)

Solution count 9: 222457 222333 222298 ... 215385

Optimal solution found (tolerance 0.00e+00)
Best objective 2.224572153571e+05, best bound 2.224572153571e+05, gap 0.0000%

User-callback calls 327111, time in user-callback 4.14 sec

CPU time spent in the second stage: 2770.93 sec
The LP relaxation bound at the root node: 224720.572465
Termination status of the second stage: OPTIMAL

------------------ end of the second stage -----------------

Total CPU time: 2792.75 sec
Percentage optimality gap: 0.00 %
CPU time spent in separating the cuts: 22.26 sec
Number of explored nodes: 53408
Objective value of the returned solution: 222457.215357
Optimal facility locations: [10, 16, 27, 28, 31, 38, 44, 53, 54, 56, 59, 64, 66, 77, 81, 83, 95, 100, 109, 112, 113, 121, 122, 126, 129, 130, 131, 133, 147, 163, 168, 170, 185, 188, 191, 196]

@end of file
