Set parameter TimeLimit to value 7200
Setting sB&C+LSI: The proposed B&C algorithm based on formulation (40) (equipped with the lifted submodular inequalities), with only the second stage implemented
Gurobi Optimizer version 11.0.1 build v11.0.1rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Optimize a model with 1000 rows, 1300 columns and 1000 nonzeros
Model fingerprint: 0x2f4a87f5
Variable types: 1000 continuous, 300 integer (300 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+00]
  Objective range  [1e+01, 2e+03]
  Bounds range     [0e+00, 0e+00]
  RHS range        [1e-05, 1e+00]
Found heuristic solution: objective -1.01138e+15
Presolve removed 1000 rows and 0 columns
Presolve time: 0.00s
Presolved: 0 rows, 1300 columns, 0 nonzeros
Variable types: 1000 continuous, 300 integer (300 binary)
Found heuristic solution: objective -1.01138e+15

Root relaxation: objective 4.294161e+05, 0 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  3087  1568 246669.218   32  136 245606.547 248006.747  0.98%   156 1280s
  3105  1580     cutoff   47      245606.547 248006.747  0.98%   156 1285s
  3108  1579 247823.193   16  164 245606.547 248006.326  0.98%   156 1292s
  3111  1582 247380.599   19  158 245606.547 248006.326  0.98%   156 1295s
  3126  1597 245986.955   34  124 245606.547 248006.326  0.98%   156 1300s
  3151  1601 247630.842   16  159 245606.547 248004.034  0.98%   156 1305s
  3168  1618 246313.928   33  121 245606.547 248004.034  0.98%   156 1310s
  3182  1624 247886.567   15  158 245606.547 247981.287  0.97%   156 1318s
  3185  1627 247454.029   18  156 245606.547 247981.287  0.97%   156 1320s
  3205  1647 246552.467   30  119 245606.547 247981.287  0.97%   157 1325s
  3231  1673 245620.442   46   73 245606.547 247981.287  0.97%   157 1330s
  3237  1671 247874.062   16  169 245606.547 247956.329  0.96%   157 1335s
  3250  1684 246543.242   29  134 245606.547 247956.329  0.96%   157 1340s
  3273  1699 245662.316   46  106 245606.547 247956.329  0.96%   158 1345s
  3283  1697 247893.873   16  163 245606.547 247954.849  0.96%   158 1352s
  3291  1705 246992.908   24  148 245606.547 247954.849  0.96%   158 1355s
  3306  1720 246037.361   39  125 245606.547 247954.849  0.96%   158 1360s
  3323  1725 247486.033   18  157 245606.547 247953.768  0.96%   158 1365s
  3339  1741 245996.380   34  136 245606.547 247953.768  0.96%   158 1370s
  3343  1745 245847.273   38  130 245606.547 247953.768  0.96%   158 1380s
  3353  1747 247720.664   18  159 245606.547 247950.878  0.95%   158 1388s
  3360  1754 246840.702   25  143 245606.547 247950.878  0.95%   158 1390s
  3386  1772 247509.731   18  162 245606.547 247950.015  0.95%   159 1395s
  3400  1786 246341.003   32  126 245606.547 247950.015  0.95%   159 1400s
  3418  1792 247549.733   16  160 245606.547 247945.890  0.95%   159 1405s
  3431  1805 246341.028   29  124 245606.547 247945.890  0.95%   159 1410s
  3452  1812 247589.553   18  165 245606.547 247945.641  0.95%   159 1415s
  3464  1824 246603.452   30  130 245606.547 247945.641  0.95%   159 1420s
  3482  1838     cutoff   47      245606.547 247945.641  0.95%   159 1425s
  3492  1840 247131.389   21  151 245606.547 247932.441  0.95%   159 1430s
  3509  1857 246646.292   28  136 245606.547 247932.441  0.95%   159 1435s
  3521  1869 246468.006   32  127 245606.547 247932.441  0.95%   160 1440s
  3533  1881 245902.639   36  113 245606.547 247932.441  0.95%   160 1445s
  3550  1893 245686.956   43  107 245606.547 247932.441  0.95%   161 1450s
  3565  1894 247274.985   19  155 245606.547 247930.817  0.95%   161 1455s
  3570  1899 246783.536   24  146 245606.547 247930.817  0.95%   161 1468s
  3579  1908 246110.370   33  126 245606.547 247930.817  0.95%   161 1470s
  3597  1913 245671.490   40  124 245606.547 247930.817  0.95%   161 1475s
  3613  1912 245695.805   40  118 245606.547 247930.817  0.95%   161 1485s
  3622  1912 247160.440   18  158 245606.547 247930.738  0.95%   161 1490s
  3628  1918 246332.629   24  138 245606.547 247930.738  0.95%   161 1496s
  3645  1927 247514.457   17  162 245606.547 247930.598  0.95%   161 1501s
  3651  1933 246978.363   22  144 245606.547 247930.598  0.95%   161 1505s
  3671  1953 246256.735   34  116 245606.547 247930.598  0.95%   161 1510s
  3690  1960 247611.519   17  163 245606.547 247917.306  0.94%   161 1516s
  3699  1969 246712.009   26  144 245606.547 247917.306  0.94%   161 1520s
  3719  1985 245645.734   43  109 245606.547 247917.306  0.94%   161 1525s
  3727  1987 247099.910   19  155 245606.547 247917.038  0.94%   161 1530s
  3745  2005 246391.296   28  132 245606.547 247917.038  0.94%   162 1535s
  3763  2023 245741.935   37   94 245606.547 247917.038  0.94%   162 1540s
  3779  2029 247444.145   19  158 245606.547 247917.027  0.94%   162 1545s
  3793  2043 246229.345   33  130 245606.547 247917.027  0.94%   162 1550s
  3797  2047 246077.912   37  124 245606.547 247917.027  0.94%   162 1562s
  3804  2053 245632.668   44  119 245606.547 247917.027  0.94%   162 1565s
  3817  2057 246781.491   23  150 245606.547 247916.953  0.94%   163 1570s
  3832  2072 245750.280   38  120 245606.547 247916.953  0.94%   163 1575s
  3845  2070 247453.679   18  165 245606.547 247915.098  0.94%   163 1580s
  3862  2087 246091.633   35  122 245606.547 247915.098  0.94%   163 1585s
  3878  2091 247559.224   17  165 245606.547 247906.997  0.94%   163 1590s
