    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 49217 13754 181538.742   36  117 181431.334 181807.001  0.21%  76.0 1620s
 49400 13779     cutoff   39      181431.334 181806.597  0.21%  76.0 1625s
 49565 13791     cutoff   52      181431.334 181805.480  0.21%  76.0 1630s
 49763 13807 181473.852   42  101 181431.334 181804.542  0.21%  76.0 1635s
 49959 13831 181660.794   44  103 181431.334 181803.701  0.21%  75.9 1640s
 50146 13871 181602.509   40  108 181431.334 181802.882  0.20%  75.9 1645s
 50359 13890 181593.921   41  120 181431.334 181801.893  0.20%  75.9 1650s
 50529 13903     cutoff   44      181431.334 181800.998  0.20%  75.9 1655s
 50687 13928 181499.937   39  115 181431.334 181800.484  0.20%  75.9 1660s
 50857 13949 181579.573   35  110 181431.334 181799.941  0.20%  75.9 1665s
 51024 13966     cutoff   45      181431.334 181798.831  0.20%  75.9 1670s
 51199 13988 181448.399   47   95 181431.334 181798.055  0.20%  75.9 1675s
 51384 14007     cutoff   49      181431.334 181797.709  0.20%  75.9 1680s
 51565 14029 181455.683   38  110 181431.334 181797.079  0.20%  75.9 1685s
 51746 14047 181462.068   42   97 181431.334 181796.355  0.20%  75.9 1690s
 51923 14061 181722.118   38  123 181431.334 181795.836  0.20%  75.8 1695s
 52111 14085 181441.235   43  109 181431.334 181795.175  0.20%  75.8 1700s
 52245 14097 181499.745   43  101 181431.334 181794.645  0.20%  75.8 1705s
 52384 14110 181466.211   44   92 181431.334 181794.245  0.20%  75.8 1710s
 52590 14132 181527.113   43  106 181431.334 181793.734  0.20%  75.8 1715s
 52752 14123 181481.031   53   80 181431.334 181792.595  0.20%  75.8 1720s
 52955 14146 181724.374   36  119 181431.334 181791.948  0.20%  75.8 1725s
 53135 14182     cutoff   40      181431.334 181791.285  0.20%  75.8 1730s
 53315 14212 181536.691   37  127 181431.334 181790.683  0.20%  75.8 1735s
 53497 14234 181572.746   40  110 181431.334 181789.869  0.20%  75.7 1740s
 53685 14251 181489.379   42  107 181431.334 181789.073  0.20%  75.7 1745s
 53854 14260 181452.932   41  112 181431.334 181788.305  0.20%  75.7 1750s
 54038 14268     cutoff   35      181431.334 181787.708  0.20%  75.7 1755s
 54227 14287     cutoff   43      181431.334 181787.240  0.20%  75.7 1760s
 54405 14299 181595.623   37  112 181431.334 181786.844  0.20%  75.7 1765s
 54614 14324 181433.765   51   79 181431.334 181786.133  0.20%  75.6 1770s
 54782 14332 181448.281   39   97 181431.334 181785.531  0.20%  75.6 1775s
 54953 14333 181512.147   40  112 181431.334 181784.719  0.19%  75.6 1780s
 55123 14339     cutoff   47      181431.334 181783.676  0.19%  75.6 1785s
 55286 14340 181471.532   48   93 181431.334 181782.941  0.19%  75.7 1790s
 55466 14372 181634.109   42  104 181431.334 181782.295  0.19%  75.6 1795s
 55629 14376 181596.176   45  104 181431.334 181781.785  0.19%  75.6 1800s
 55806 14386 181457.988   46  103 181431.334 181781.058  0.19%  75.6 1805s
 55979 14403 181549.553   41  109 181431.334 181780.606  0.19%  75.6 1810s
 56164 14421 181445.871   38  108 181431.334 181779.945  0.19%  75.6 1815s
 56343 14437 181522.043   38  117 181431.334 181779.438  0.19%  75.6 1820s
 56521 14451 181566.347   45   88 181431.334 181778.482  0.19%  75.6 1825s
 56633 14477 181463.127   38  104 181431.334 181778.154  0.19%  75.6 1830s
 56840 14477 181485.737   38  105 181431.334 181777.426  0.19%  75.5 1835s
 57015 14490 181484.796   41  112 181431.334 181776.980  0.19%  75.6 1840s
 57161 14496 181631.429   37  123 181431.334 181776.577  0.19%  75.6 1845s
 57349 14504 181520.122   43  106 181431.334 181775.926  0.19%  75.5 1850s
 57496 14519 181575.656   39  117 181431.334 181775.601  0.19%  75.6 1855s
 57658 14527 181591.356   39  117 181431.334 181775.158  0.19%  75.6 1860s
 57822 14536 181480.138   45  100 181431.334 181774.326  0.19%  75.6 1865s
 58013 14547 181619.651   37  123 181431.334 181773.742  0.19%  75.6 1870s
 58199 14559 181628.836   37  118 181431.334 181773.335  0.19%  75.6 1875s
 58333 14570 181647.861   39  109 181431.334 181772.952  0.19%  75.6 1882s
 58423 14571 181435.685   44  104 181431.334 181772.680  0.19%  75.6 1885s
 58604 14577 181576.912   37  114 181431.334 181772.023  0.19%  75.6 1890s
 58782 14583 181474.045   52   90 181431.334 181771.476  0.19%  75.6 1895s
 58962 14606 181443.706   43   93 181431.334 181770.966  0.19%  75.5 1900s
 59139 14602 181547.021   45  105 181431.334 181770.526  0.19%  75.6 1905s
 59328 14613 181436.282   42  110 181431.334 181769.946  0.19%  75.5 1910s
 59525 14636 181710.083   41  112 181431.334 181769.108  0.19%  75.5 1915s
 59715 14644 181479.329   40   99 181431.334 181768.436  0.19%  75.5 1920s
 59896 14648 181582.942   38  111 181431.334 181767.636  0.19%  75.5 1925s
 60043 14658 181491.739   42  111 181431.334 181767.217  0.19%  75.5 1930s
 60183 14656 181577.511   42   97 181431.334 181766.724  0.18%  75.5 1935s
 60372 14682 181479.744   43   98 181431.334 181766.269  0.18%  75.5 1940s
 60535 14689 181462.894   42   89 181431.334 181765.373  0.18%  75.5 1945s
 60714 14703 181486.246   35  120 181431.334 181764.688  0.18%  75.5 1950s
 60897 14708 181478.388   42  106 181431.334 181763.815  0.18%  75.5 1955s
 61065 14710 181586.903   40  122 181431.334 181763.330  0.18%  75.5 1960s
 61237 14718 181457.897   46  104 181431.334 181762.664  0.18%  75.5 1965s
 61285 14714 181470.762   35  120 181431.334 181762.399  0.18%  75.5 1972s
 61365 14720 181471.288   42  111 181431.334 181762.112  0.18%  75.5 1975s
 61545 14727 181433.921   43  104 181431.334 181761.542  0.18%  75.5 1980s
 61719 14720 181603.517   42   97 181431.334 181760.952  0.18%  75.5 1985s
 61867 14723 181501.569   43   96 181431.334 181760.282  0.18%  75.6 1990s
 62034 14736 181602.304   47   92 181431.334 181759.493  0.18%  75.6 1995s
 62206 14744 181603.002   37  134 181431.334 181758.937  0.18%  75.6 2000s
 62370 14749 181465.815   42  109 181431.334 181758.101  0.18%  75.6 2005s
 62556 14750 181642.074   36  116 181431.334 181757.329  0.18%  75.6 2010s
 62733 14763 181467.507   40  116 181431.334 181756.852  0.18%  75.6 2015s
 62883 14757 181509.260   38  108 181431.334 181756.164  0.18%  75.6 2020s
 63061 14762 181591.180   37  110 181431.334 181755.646  0.18%  75.6 2025s
 63230 14774     cutoff   46      181431.334 181755.148  0.18%  75.6 2030s
 63423 14771 181609.294   41  105 181431.334 181754.640  0.18%  75.6 2035s
 63598 14774     cutoff   42      181431.334 181754.262  0.18%  75.6 2040s
 63770 14783 181493.223   42  110 181431.334 181753.685  0.18%  75.6 2045s
 63949 14788     cutoff   41      181431.334 181753.109  0.18%  75.6 2050s
 64155 14798 181650.217   39  114 181431.334 181752.732  0.18%  75.6 2055s
 64337 14804 181567.782   42  107 181431.334 181752.156  0.18%  75.6 2060s
 64500 14816 181451.387   43   97 181431.334 181751.603  0.18%  75.6 2065s
 64665 14823 181589.776   41  124 181431.334 181750.794  0.18%  75.6 2070s
 64831 14827     cutoff   44      181431.334 181750.127  0.18%  75.6 2075s
 64984 14825     cutoff   41      181431.334 181749.678  0.18%  75.6 2080s
 65182 14838     cutoff   40      181431.334 181749.106  0.18%  75.6 2085s
 65375 14849 181466.158   42  106 181431.334 181748.166  0.17%  75.6 2090s
 65531 14849 181513.891   42  108 181431.334 181747.551  0.17%  75.6 2095s
 65690 14858 181721.336   39  111 181431.334 181747.090  0.17%  75.6 2100s
 65827 14856 181448.273   44  109 181431.334 181746.435  0.17%  75.6 2105s
 65980 14849 181577.548   42  112 181431.334 181745.947  0.17%  75.6 2110s
 66148 14858 181489.890   50   93 181431.334 181745.467  0.17%  75.7 2115s
 66309 14849 181439.970   42  102 181431.334 181744.726  0.17%  75.7 2120s
 66458 14844 181659.747   42  113 181431.334 181744.047  0.17%  75.7 2125s
 66614 14829     cutoff   42      181431.334 181743.342  0.17%  75.8 2130s
 66774 14835 181446.355   43  110 181431.334 181742.892  0.17%  75.8 2135s
 66939 14833 181453.123   40  116 181431.334 181742.188  0.17%  75.8 2140s
 67094 14837 181441.397   44   86 181431.334 181741.701  0.17%  75.8 2145s
 67246 14834 181494.702   40  118 181431.334 181741.169  0.17%  75.8 2150s
 67391 14832 181436.751   44  100 181431.334 181740.487  0.17%  75.9 2155s
 67560 14827 181678.100   38  114 181431.334 181739.654  0.17%  75.9 2160s
 67725 14813 181591.478   39  114 181431.334 181738.759  0.17%  75.9 2165s
 67884 14809     cutoff   50      181431.334 181738.196  0.17%  75.9 2170s
 68049 14802     cutoff   41      181431.334 181737.514  0.17%  75.9 2175s
 68224 14801 181582.485   38  119 181431.334 181736.988  0.17%  75.9 2180s
 68380 14801 181475.881   38  119 181431.334 181736.368  0.17%  76.0 2185s
 68544 14803 181451.646   46  104 181431.334 181736.005  0.17%  76.0 2190s
 68727 14800     cutoff   38      181431.334 181735.561  0.17%  76.0 2195s
 68886 14792 181524.796   37  121 181431.334 181734.890  0.17%  76.0 2200s
 69044 14783 181442.075   40  104 181431.334 181734.217  0.17%  76.0 2205s
 69228 14789     cutoff   36      181431.334 181733.584  0.17%  76.0 2210s
 69391 14785 181468.497   40  109 181431.334 181732.994  0.17%  76.0 2215s
 69575 14790     cutoff   42      181431.334 181732.177  0.17%  76.0 2220s
 69735 14784 181462.354   41  114 181431.334 181731.677  0.17%  76.0 2225s
 69889 14774 181494.532   41   98 181431.334 181731.014  0.17%  76.0 2230s
 70034 14751 181636.902   44  106 181431.334 181730.327  0.16%  76.1 2235s
 70200 14746 181475.075   41  112 181431.334 181729.834  0.16%  76.1 2240s
 70351 14740 181536.609   37  113 181431.334 181729.184  0.16%  76.1 2245s
 70525 14725 181603.853   39  103 181431.334 181728.392  0.16%  76.1 2250s
 70712 14724 181447.011   38  127 181431.334 181727.728  0.16%  76.1 2255s
 70859 14713 181682.413   46   99 181431.334 181727.281  0.16%  76.2 2260s
 71034 14711 181581.362   43  122 181431.334 181726.598  0.16%  76.2 2265s
 71151 14703 181505.111   40  113 181431.334 181726.124  0.16%  76.2 2272s
 71214 14701 181630.512   39  113 181431.334 181725.892  0.16%  76.2 2275s
 71371 14695 181529.367   38  116 181431.334 181725.275  0.16%  76.2 2280s
 71550 14693 181433.725   43  104 181431.334 181724.510  0.16%  76.2 2285s
 71721 14679 181436.112   40  103 181431.334 181723.826  0.16%  76.2 2290s
 71879 14664     cutoff   37      181431.334 181723.214  0.16%  76.3 2295s
 72024 14655 181454.349   39  112 181431.334 181722.594  0.16%  76.3 2300s
 72168 14643 181540.134   38  113 181431.334 181722.097  0.16%  76.3 2305s
 72332 14627 181454.951   42  106 181431.334 181721.471  0.16%  76.3 2310s
 72492 14616     cutoff   40      181431.334 181720.828  0.16%  76.3 2315s
 72649 14608     cutoff   44      181431.334 181720.190  0.16%  76.3 2320s
 72806 14592 181446.302   38  126 181431.334 181719.576  0.16%  76.4 2325s
 72969 14581 181547.628   44  107 181431.334 181718.873  0.16%  76.4 2330s
 73119 14578 181467.266   48   89 181431.334 181718.610  0.16%  76.4 2335s
 73307 14575 181450.386   43  119 181431.334 181717.746  0.16%  76.4 2340s
 73462 14558 181476.980   42  107 181431.334 181716.977  0.16%  76.4 2345s
 73633 14555 181598.390   39  112 181431.334 181716.610  0.16%  76.4 2350s
 73786 14542 181449.185   40  104 181431.334 181715.762  0.16%  76.5 2355s
 73948 14529 181452.854   36  117 181431.334 181715.198  0.16%  76.5 2360s
 74115 14525 181449.479   45   97 181431.334 181714.697  0.16%  76.5 2365s
 74248 14514 181540.367   45  101 181431.334 181714.194  0.16%  76.5 2386s
 74343 14513 181453.251   40  119 181431.334 181713.893  0.16%  76.5 2390s
 74509 14502 181526.793   39  107 181431.334 181713.465  0.16%  76.5 2395s
 74657 14500 181522.318   39  123 181431.334 181713.133  0.16%  76.5 2400s
 74808 14487 181510.008   42  105 181431.334 181712.270  0.15%  76.6 2405s
 74938 14468 181489.665   45  114 181431.334 181711.616  0.15%  76.6 2410s
 75081 14450 181486.333   44   94 181431.334 181711.185  0.15%  76.6 2415s
 75221 14442     cutoff   41      181431.334 181710.739  0.15%  76.7 2420s
 75364 14422 181437.146   38  109 181431.334 181710.023  0.15%  76.7 2425s
 75500 14406 181447.656   40  123 181431.334 181709.328  0.15%  76.7 2430s
 75639 14387 181523.252   39  123 181431.334 181708.816  0.15%  76.8 2435s
 75781 14367 181550.139   42  112 181431.334 181708.048  0.15%  76.8 2440s
 75923 14347 181443.259   42  120 181431.334 181707.526  0.15%  76.8 2445s
 76076 14339 181466.962   35  124 181431.334 181706.849  0.15%  76.9 2450s
 76224 14323 181443.523   40  116 181431.334 181706.184  0.15%  76.9 2455s
 76367 14296 181495.886   45  107 181431.334 181705.526  0.15%  76.9 2460s
 76496 14269 181456.598   40  112 181431.334 181704.757  0.15%  77.0 2465s
 76653 14258 181569.473   36  130 181431.334 181704.075  0.15%  77.0 2470s
 76813 14239     cutoff   37      181431.334 181703.321  0.15%  77.0 2475s
 76971 14218     cutoff   38      181431.334 181702.704  0.15%  77.0 2480s
 77104 14196 181551.319   42  115 181431.334 181702.122  0.15%  77.1 2485s
 77241 14182 181506.034   43   94 181431.334 181701.749  0.15%  77.1 2490s
 77347 14172 181546.011   39  109 181431.334 181701.155  0.15%  77.1 2496s
 77444 14153 181585.831   39  108 181431.334 181700.758  0.15%  77.2 2500s
 77624 14139 181443.451   41  111 181431.334 181700.216  0.15%  77.2 2505s
 77770 14116     cutoff   45      181431.334 181699.470  0.15%  77.2 2510s
 77909 14103 181594.979   42  110 181431.334 181698.727  0.15%  77.2 2515s
 78053 14080 181500.006   48  100 181431.334 181698.074  0.15%  77.3 2520s
 78189 14047 181461.416   44  115 181431.334 181697.205  0.15%  77.3 2525s
 78330 14019 181567.370   37  106 181431.334 181696.557  0.15%  77.3 2530s
 78497 13991 181472.413   42   96 181431.334 181695.824  0.15%  77.4 2535s
 78659 13985     cutoff   37      181431.334 181695.165  0.15%  77.4 2540s
 78801 13966     cutoff   39      181431.334 181694.336  0.14%  77.4 2545s
 78949 13945     cutoff   39      181431.334 181693.739  0.14%  77.4 2550s
 79079 13922     cutoff   39      181431.334 181693.229  0.14%  77.5 2555s
 79215 13893 181433.032   42  112 181431.334 181692.627  0.14%  77.5 2560s
 79357 13864     cutoff   42      181431.334 181691.812  0.14%  77.6 2565s
 79504 13850     cutoff   46      181431.334 181691.092  0.14%  77.6 2570s
 79644 13819     cutoff   39      181431.334 181690.111  0.14%  77.6 2575s
 79792 13798     cutoff   45      181431.334 181689.374  0.14%  77.6 2580s
 79953 13790 181475.774   38  116 181431.334 181688.907  0.14%  77.7 2585s
 80107 13766 181534.820   39   99 181431.334 181687.889  0.14%  77.7 2590s
 80247 13734 181554.988   38  117 181431.334 181687.310  0.14%  77.7 2595s
 80396 13713 181471.986   38  115 181431.334 181686.684  0.14%  77.8 2600s
 80531 13688 181470.823   41  106 181431.334 181686.174  0.14%  77.8 2605s
 80668 13654     cutoff   41      181431.334 181685.555  0.14%  77.8 2610s
 80810 13630 181508.112   44   97 181431.334 181684.938  0.14%  77.9 2615s
 80993 13620 181435.237   41  118 181431.334 181684.346  0.14%  77.9 2620s
 81140 13606 181504.245   42   97 181431.334 181683.677  0.14%  77.9 2625s
 81302 13589 181543.434   40  106 181431.334 181682.793  0.14%  77.9 2630s
 81442 13558 181517.498   48   96 181431.334 181682.177  0.14%  77.9 2635s
 81598 13527 181542.266   42  109 181431.334 181681.568  0.14%  78.0 2640s
 81739 13495     cutoff   45      181431.334 181680.920  0.14%  78.0 2645s
 81870 13456 181449.776   43  103 181431.334 181680.059  0.14%  78.0 2650s
 82008 13427 181583.029   39  115 181431.334 181679.090  0.14%  78.1 2655s
 82103 13404 181487.869   40  115 181431.334 181678.582  0.14%  78.1 2660s
 82250 13378 181454.796   41  105 181431.334 181677.928  0.14%  78.1 2665s
 82373 13353 181490.524   43   98 181431.334 181677.270  0.14%  78.1 2670s
 82522 13329     cutoff   35      181431.334 181676.735  0.14%  78.2 2675s
 82681 13313 181586.971   40  115 181431.334 181676.238  0.13%  78.2 2680s
 82832 13294 181522.873   44  107 181431.334 181675.491  0.13%  78.2 2685s
 82987 13270 181483.078   37  116 181431.334 181674.903  0.13%  78.2 2690s
 83154 13249 181501.271   48  112 181431.334 181674.352  0.13%  78.2 2695s
 83315 13221 181454.054   45  104 181431.334 181673.755  0.13%  78.3 2700s
 83460 13191     cutoff   40      181431.334 181673.125  0.13%  78.3 2705s
 83642 13171 181523.317   42  112 181431.334 181672.699  0.13%  78.3 2710s
 83806 13153 181496.882   43  111 181431.334 181672.027  0.13%  78.3 2715s
 83947 13122 181532.587   36  122 181431.334 181671.360  0.13%  78.4 2720s
 84083 13099 181528.550   35  127 181431.334 181670.770  0.13%  78.4 2725s
 84227 13062 181483.578   44   97 181431.334 181669.927  0.13%  78.4 2730s
 84381 13035 181463.704   41  108 181431.334 181669.270  0.13%  78.4 2735s
 84539 12999 181578.895   43  102 181431.334 181668.657  0.13%  78.5 2740s
 84695 12958 181499.632   36  120 181431.334 181667.911  0.13%  78.5 2745s
 84711 12956 181503.704   41  106 181431.334 181667.891  0.13%  78.5 2756s
 84819 12937 181553.379   48   94 181431.334 181667.268  0.13%  78.5 2760s
 84988 12910 181438.150   52   83 181431.334 181666.541  0.13%  78.5 2765s
 85122 12875 181466.440   46   98 181431.334 181665.952  0.13%  78.5 2770s
 85189 12866 181464.061   51   88 181431.334 181665.632  0.13%  78.5 2775s
 85363 12845     cutoff   37      181431.334 181664.974  0.13%  78.5 2780s
 85502 12821 181493.198   50   84 181431.334 181664.284  0.13%  78.6 2785s
 85653 12789 181463.453   51   86 181431.334 181663.718  0.13%  78.6 2790s
 85789 12755     cutoff   42      181431.334 181663.117  0.13%  78.6 2795s
 85937 12727 181432.035   41  116 181431.334 181662.484  0.13%  78.6 2800s
 86087 12698 181508.700   40  107 181431.334 181661.654  0.13%  78.6 2805s
 86237 12673 181526.137   40  115 181431.334 181660.990  0.13%  78.7 2810s
 86388 12639 181587.165   34  119 181431.334 181660.383  0.13%  78.7 2815s
 86542 12606     cutoff   44      181431.334 181659.896  0.13%  78.7 2820s
 86680 12565     cutoff   38      181431.334 181659.109  0.13%  78.7 2825s
 86824 12537 181478.231   41  100 181431.334 181658.401  0.13%  78.8 2830s
 86971 12499 181459.460   39  114 181431.334 181657.655  0.12%  78.8 2835s
 87098 12457 181568.267   41  116 181431.334 181656.978  0.12%  78.8 2840s
 87237 12401 181494.212   40  109 181431.334 181656.052  0.12%  78.9 2845s
 87405 12364     cutoff   43      181431.334 181655.248  0.12%  78.9 2850s
 87559 12324 181489.818   40  108 181431.334 181654.684  0.12%  78.9 2855s
 87698 12270 181448.686   36  116 181431.334 181653.642  0.12%  78.9 2860s
 87855 12248 181474.325   43  115 181431.334 181653.095  0.12%  79.0 2865s
 87995 12204     cutoff   48      181431.334 181652.429  0.12%  79.0 2870s
 88157 12178     cutoff   40      181431.334 181651.799  0.12%  79.0 2875s
 88302 12126     cutoff   46      181431.334 181650.847  0.12%  79.0 2880s
 88462 12105     cutoff   37      181431.334 181650.206  0.12%  79.0 2885s
 88601 12059 181475.341   39  125 181431.334 181649.406  0.12%  79.1 2890s
 88740 12016     cutoff   41      181431.334 181648.576  0.12%  79.1 2895s
 88901 11976 181526.902   46  105 181431.334 181647.818  0.12%  79.1 2900s
 89057 11935     cutoff   46      181431.334 181646.845  0.12%  79.1 2905s
 89206 11895     cutoff   36      181431.334 181645.999  0.12%  79.1 2910s
 89380 11867 181452.895   37  113 181431.334 181645.470  0.12%  79.1 2915s
 89541 11822 181468.004   42  108 181431.334 181644.735  0.12%  79.2 2920s
 89695 11780     cutoff   43      181431.334 181644.189  0.12%  79.2 2925s
 89835 11730 181475.275   39  120 181431.334 181643.439  0.12%  79.2 2930s
 89977 11683     cutoff   42      181431.334 181642.592  0.12%  79.2 2935s
 90129 11638 181466.282   44  110 181431.334 181641.765  0.12%  79.3 2940s
 90275 11596 181524.723   47  113 181431.334 181641.197  0.12%  79.3 2945s
 90437 11564     cutoff   45      181431.334 181640.583  0.12%  79.3 2950s
 90577 11493     cutoff   43      181431.334 181639.605  0.11%  79.3 2955s
 90730 11446 181572.568   46   98 181431.334 181638.817  0.11%  79.4 2960s
 90812 11428 181537.146   43   98 181431.334 181638.392  0.11%  79.4 2965s
 90980 11376     cutoff   38      181431.334 181637.615  0.11%  79.4 2970s
 91132 11334 181467.319   46   92 181431.334 181636.865  0.11%  79.4 2975s
 91285 11285 181480.398   39  107 181431.334 181635.968  0.11%  79.4 2980s
 91447 11251 181522.005   40  114 181431.334 181635.467  0.11%  79.4 2985s
 91625 11201 181495.944   51   84 181431.334 181634.405  0.11%  79.4 2990s
 91776 11163 181506.787   43  110 181431.334 181633.746  0.11%  79.4 2995s
 91919 11103 181490.332   48   99 181431.334 181632.565  0.11%  79.5 3000s
 92067 11055     cutoff   47      181431.334 181631.690  0.11%  79.5 3005s
 92207 11007 181490.719   40  104 181431.334 181630.978  0.11%  79.5 3010s
 92372 10966 181452.626   42  102 181431.334 181630.335  0.11%  79.5 3015s
 92545 10911 181450.055   40  110 181431.334 181629.387  0.11%  79.5 3020s
 92688 10865 181515.458   48   89 181431.334 181628.785  0.11%  79.6 3025s
 92829 10829 181441.766   47   94 181431.334 181628.153  0.11%  79.6 3030s
 92971 10780     cutoff   41      181431.334 181627.496  0.11%  79.6 3035s
 93135 10728 181475.855   38  109 181431.334 181626.780  0.11%  79.6 3040s
 93291 10663 181537.342   39  102 181431.334 181625.899  0.11%  79.6 3045s
 93441 10599     cutoff   37      181431.334 181625.061  0.11%  79.6 3050s
 93597 10538 181532.250   38  110 181431.334 181624.002  0.11%  79.7 3055s
 93746 10481     cutoff   38      181431.334 181623.059  0.11%  79.7 3060s
 93920 10443     cutoff   49      181431.334 181622.432  0.11%  79.7 3065s
 94085 10393     cutoff   38      181431.334 181621.638  0.10%  79.7 3070s
 94249 10340     cutoff   43      181431.334 181620.808  0.10%  79.7 3075s
 94399 10270     cutoff   41      181431.334 181619.817  0.10%  79.7 3080s
 94573 10222 181447.279   47  114 181431.334 181619.078  0.10%  79.7 3085s
 94715 10158     cutoff   42      181431.334 181618.379  0.10%  79.7 3090s
 94815 10115 181443.689   36  115 181431.334 181617.612  0.10%  79.7 3096s
 94939 10079     cutoff   40      181431.334 181617.060  0.10%  79.8 3100s
 95108 10006 181466.123   47  110 181431.334 181616.019  0.10%  79.8 3105s
 95257  9925     cutoff   40      181431.334 181615.150  0.10%  79.8 3110s
 95414  9875 181467.880   46   96 181431.334 181614.543  0.10%  79.8 3115s
 95573  9812     cutoff   44      181431.334 181613.546  0.10%  79.8 3120s
 95738  9762 181486.953   37  120 181431.334 181612.826  0.10%  79.8 3125s
 95876  9703 181458.352   36  114 181431.334 181611.852  0.10%  79.8 3130s
 95911  9690 181491.807   42  108 181431.334 181611.664  0.10%  79.8 3139s
 95919  9684     cutoff   38      181431.334 181611.619  0.10%  79.8 3140s
 96086  9626     cutoff   41      181431.334 181610.744  0.10%  79.8 3145s
 96251  9584 181444.065   45   92 181431.334 181610.019  0.10%  79.8 3150s
 96427  9524     cutoff   48      181431.334 181609.075  0.10%  79.8 3155s
 96578  9475     cutoff   38      181431.334 181608.340  0.10%  79.8 3160s
 96763  9396 181497.156   48  101 181431.334 181607.221  0.10%  79.8 3165s
 96929  9328 181474.690   41   99 181431.334 181606.122  0.10%  79.8 3170s
 97099  9276 181448.057   37  113 181431.334 181605.381  0.10%  79.8 3175s
 97277  9195 181461.022   46  103 181431.334 181604.346  0.10%  79.8 3180s
 97454  9137     cutoff   48      181431.334 181603.561  0.09%  79.8 3185s
 97618  9074     cutoff   44      181431.334 181602.754  0.09%  79.8 3190s
 97770  8997 181492.295   43   99 181431.334 181601.695  0.09%  79.9 3195s
 97948  8938 181440.299   46  101 181431.334 181600.940  0.09%  79.9 3200s
 98120  8878 181456.888   38  114 181431.334 181600.051  0.09%  79.9 3205s
 98296  8824 181488.555   38  121 181431.334 181599.144  0.09%  79.9 3210s
 98460  8775     cutoff   43      181431.334 181598.461  0.09%  79.9 3215s
 98631  8708     cutoff   43      181431.334 181597.555  0.09%  79.9 3220s
 98795  8643 181444.022   50   89 181431.334 181596.733  0.09%  79.9 3225s
 98966  8557     cutoff   47      181431.334 181595.847  0.09%  79.9 3230s
 99148  8490 181433.636   53   80 181431.334 181594.885  0.09%  79.9 3235s
 99332  8417 181483.508   43   91 181431.334 181593.992  0.09%  79.9 3240s
 99516  8327 181444.522   40  107 181431.334 181592.728  0.09%  79.9 3245s
 99687  8249 181447.176   44   95 181431.334 181591.724  0.09%  79.8 3250s
 99773  8208 181439.959   43  107 181431.334 181591.304  0.09%  79.9 3255s
 99950  8131 181443.638   45   99 181431.334 181590.202  0.09%  79.9 3260s
 100136  8044 181477.572   51   83 181431.334 181588.881  0.09%  79.8 3265s
 100321  7950 181481.636   44   91 181431.334 181587.715  0.09%  79.8 3270s
 100497  7883 181463.967   46   91 181431.334 181586.894  0.09%  79.8 3275s
 100678  7813 181488.986   49   97 181431.334 181585.937  0.09%  79.8 3280s
 100836  7740 181433.719   46   92 181431.334 181584.923  0.08%  79.8 3285s
 101033  7635 181445.549   44  104 181431.334 181583.758  0.08%  79.8 3290s
 101197  7550     cutoff   44      181431.334 181582.843  0.08%  79.8 3295s
 101363  7448 181461.015   43  102 181431.334 181581.807  0.08%  79.8 3300s
 101536  7359 181458.011   38  121 181431.334 181580.322  0.08%  79.8 3305s
 101706  7256 181472.919   48  109 181431.334 181579.101  0.08%  79.8 3310s
 101862  7187 181524.772   47   94 181431.334 181578.191  0.08%  79.8 3315s
 102048  7130 181502.745   49   86 181431.334 181577.297  0.08%  79.8 3320s
 102232  7051     cutoff   47      181431.334 181576.310  0.08%  79.8 3325s
 102413  6963     cutoff   39      181431.334 181575.124  0.08%  79.8 3330s
 102614  6873 181471.498   43  106 181431.334 181573.812  0.08%  79.8 3335s
 102791  6783 181471.599   46  105 181431.334 181572.780  0.08%  79.8 3340s
 102974  6691 181453.635   50   86 181431.334 181571.625  0.08%  79.8 3345s
 103166  6604 181450.099   46  108 181431.334 181570.564  0.08%  79.8 3350s
 103336  6531 181471.700   47  106 181431.334 181569.562  0.08%  79.7 3355s
 103524  6432     cutoff   43      181431.334 181568.472  0.08%  79.7 3360s
 103706  6344     cutoff   45      181431.334 181567.184  0.07%  79.7 3365s
 103891  6241     cutoff   40      181431.334 181565.918  0.07%  79.7 3370s
 104049  6162     cutoff   49      181431.334 181565.000  0.07%  79.7 3375s
 104221  6065 181434.663   41  105 181431.334 181563.906  0.07%  79.7 3380s
 104390  5955     cutoff   44      181431.334 181562.498  0.07%  79.7 3385s
 104611  5838 181444.129   42   97 181431.334 181561.106  0.07%  79.7 3390s
 104759  5725     cutoff   42      181431.334 181559.866  0.07%  79.7 3395s
 104941  5623     cutoff   55      181431.334 181558.438  0.07%  79.7 3400s
 105123  5531 181462.820   49   80 181431.334 181557.336  0.07%  79.7 3405s
 105302  5445 181432.301   51   95 181431.334 181556.247  0.07%  79.6 3410s
 105478  5324     cutoff   40      181431.334 181554.786  0.07%  79.6 3415s
 105695  5215     cutoff   41      181431.334 181553.441  0.07%  79.6 3420s
 105899  5083     cutoff   42      181431.334 181551.529  0.07%  79.6 3425s
 106088  4968     cutoff   41      181431.334 181550.022  0.07%  79.6 3430s
 106289  4856 181438.759   45   90 181431.334 181548.553  0.06%  79.5 3435s
 106499  4728     cutoff   43      181431.334 181547.029  0.06%  79.5 3440s
