    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  8999  5391 222384.060   42   54 222232.940 225664.920  1.54%   129 1495s
  9018  5398 223963.861   41   94 222232.940 225659.383  1.54%   129 1500s
  9045  5417 224330.443   38   93 222232.940 225658.351  1.54%   129 1505s
  9082  5444 223665.658   45   91 222232.940 225652.846  1.54%   129 1518s
  9094  5456 222836.393   57   81 222232.940 225652.846  1.54%   129 1520s
  9125  5473 223287.881   48   94 222232.940 225651.825  1.54%   129 1525s
  9155  5490 224474.006   35   90 222232.940 225648.859  1.54%   129 1530s
  9202  5525 224332.711   39   87 222232.940 225648.855  1.54%   129 1535s
  9237  5548 224374.228   32  100 222232.940 225645.639  1.54%   129 1540s
  9280  5567 225288.674   33   98 222232.940 225643.406  1.53%   129 1545s
  9307  5594 222659.912   60   70 222232.940 225643.406  1.53%   129 1550s
  9359  5617 225166.967   31   97 222232.940 225639.553  1.53%   129 1555s
  9391  5641 224894.945   28  101 222232.940 225638.973  1.53%   129 1560s
  9420  5660     cutoff   50      222232.940 225638.973  1.53%   129 1565s
  9449  5685     cutoff   55      222232.940 225638.358  1.53%   129 1570s
  9487  5711 222278.278   57   76 222232.940 225636.872  1.53%   129 1575s
  9517  5733 223496.836   41   78 222232.940 225635.560  1.53%   129 1580s
H 9527  5482                    222402.20201 225635.560  1.45%   129 1594s
  9540  5497 222718.164   53   56 222402.202 225635.560  1.45%   129 1595s
  9578  5521 222731.181   52   80 222402.202 225635.490  1.45%   129 1600s
  9611  5544 223983.521   42   83 222402.202 225635.351  1.45%   129 1605s
  9665  5582 224922.583   33  100 222402.202 225633.769  1.45%   129 1610s
  9698  5607 224427.747   37   94 222402.202 225632.878  1.45%   129 1615s
  9735  5628 222496.382   51   74 222402.202 225632.878  1.45%   129 1620s
  9771  5652 222467.769   54   64 222402.202 225632.011  1.45%   129 1625s
  9803  5668     cutoff   52      222402.202 225630.297  1.45%   129 1630s
  9842  5695 224866.419   34   91 222402.202 225626.246  1.45%   129 1635s
  9879  5724 224183.600   36   82 222402.202 225621.129  1.45%   129 1640s
  9915  5750 223551.004   48  102 222402.202 225620.914  1.45%   129 1645s
  9948  5775 222609.494   44   78 222402.202 225616.722  1.45%   129 1650s
  9973  5792 223241.746   47   89 222402.202 225616.662  1.45%   129 1655s
  9998  5809 224602.681   35   95 222402.202 225616.569  1.45%   130 1660s
 10032  5843 222670.161   52   66 222402.202 225616.569  1.45%   130 1665s
 10072  5865     cutoff   55      222402.202 225615.014  1.44%   129 1670s
 10101  5888 222442.325   53   70 222402.202 225614.967  1.44%   129 1675s
 10156  5902 225094.908   36   95 222402.202 225611.097  1.44%   129 1680s
 10184  5930 223180.741   49   79 222402.202 225611.097  1.44%   130 1685s
 10222  5958 223643.660   43   89 222402.202 225609.653  1.44%   129 1690s
 10249  5977 224835.142   35   96 222402.202 225609.411  1.44%   130 1695s
 10276  6004 223427.709   49   78 222402.202 225609.411  1.44%   130 1700s
 10310  6028 224244.058   37   95 222402.202 225599.573  1.44%   130 1705s
 10340  6048 224728.840   36   95 222402.202 225598.214  1.44%   130 1710s
 10368  6068 223917.091   43   91 222402.202 225597.828  1.44%   130 1715s
 10398  6088 224268.236   39   84 222402.202 225596.261  1.44%   130 1720s
 10447  6123 223405.989   43   73 222402.202 225596.242  1.44%   130 1725s
 10483  6151 223637.237   39   84 222402.202 225596.164  1.44%   130 1730s
 10519  6173 223807.828   44   77 222402.202 225595.647  1.44%   130 1735s
 10539  6182 225226.244   29  108 222402.202 225592.796  1.43%   130 1740s
 10561  6202 222453.548   50   75 222402.202 225592.796  1.43%   130 1745s
 10588  6223 222555.555   52   81 222402.202 225591.664  1.43%   130 1750s
 10612  6231 222455.405   43   72 222402.202 225590.480  1.43%   130 1755s
 10655  6244 225309.474   32  106 222402.202 225579.466  1.43%   130 1760s
 10681  6266 222453.004   55   76 222402.202 225579.466  1.43%   130 1765s
 10711  6284     cutoff   53      222402.202 225579.401  1.43%   130 1770s
 10747  6308 224964.106   33  102 222402.202 225569.082  1.42%   130 1775s
 10777  6327 225327.286   32  111 222402.202 225569.070  1.42%   130 1780s
 10797  6347 223756.815   43   92 222402.202 225569.070  1.42%   130 1785s
