Set parameter TimeLimit to value 7200
Setting sB&C+LSI: The proposed B&C algorithm based on formulation (40) (equipped with the lifted submodular inequalities), with only the second stage implemented
Gurobi Optimizer version 11.0.1 build v11.0.1rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Optimize a model with 1000 rows, 1400 columns and 1000 nonzeros
Model fingerprint: 0xaad40aff
Variable types: 1000 continuous, 400 integer (400 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+00]
  Objective range  [1e+01, 2e+03]
  Bounds range     [0e+00, 0e+00]
  RHS range        [4e-04, 1e+00]
Found heuristic solution: objective -1.01138e+15
Presolve removed 1000 rows and 0 columns
Presolve time: 0.00s
Presolved: 0 rows, 1400 columns, 0 nonzeros
Variable types: 1000 continuous, 400 integer (400 binary)
Found heuristic solution: objective -1.01138e+15

Root relaxation: objective 4.277190e+05, 0 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  3699  1499 224111.052   28  161 223582.213 224345.252  0.34%   130  941s
  3730  1515 223773.596   39  127 223582.213 224344.873  0.34%   130  947s
  3747  1523 223852.495   32  140 223582.213 224344.397  0.34%   130  950s
  3805  1560 223613.613   45  107 223582.213 224342.972  0.34%   130  955s
  3836  1580 223805.410   41  120 223582.213 224342.475  0.34%   131  960s
  3877  1597 224113.873   30  147 223582.213 224341.462  0.34%   131  965s
  3916  1617     cutoff   38      223582.213 224341.399  0.34%   131  970s
  3949  1632     cutoff   39      223582.213 224340.469  0.34%   131  975s
  3964  1647 223988.239   32  161 223582.213 224339.281  0.34%   132  982s
  3975  1655 223703.639   37  158 223582.213 224339.281  0.34%   132  985s
  4002  1658 223867.671   35  132 223582.213 224338.600  0.34%   132  990s
  4042  1679 224159.984   29  167 223582.213 224336.436  0.34%   132  996s
  4063  1689 224072.706   31  146 223582.213 224336.396  0.34%   132 1000s
  4091  1708 223604.683   41  139 223582.213 224335.852  0.34%   132 1005s
  4138  1735 224145.541   29  153 223582.213 224333.044  0.34%   132 1010s
  4181  1757 224133.586   28  148 223582.213 224332.366  0.34%   132 1015s
  4236  1782 224265.370   28  161 223582.213 224330.555  0.33%   132 1020s
  4274  1805 224239.986   28  170 223582.213 224326.832  0.33%   132 1025s
  4306  1828     cutoff   38      223582.213 224326.832  0.33%   133 1030s
  4332  1840 223784.348   36  133 223582.213 224319.371  0.33%   133 1036s
  4368  1859 223925.221   33  147 223582.213 224318.101  0.33%   133 1040s
  4419  1887 223611.150   42  117 223582.213 224316.818  0.33%   133 1045s
  4461  1896 223911.179   31  141 223582.213 224314.412  0.33%   133 1050s
  4492  1906 223972.100   28  145 223582.213 224311.757  0.33%   134 1055s
  4533  1925 223631.913   38  131 223582.213 224308.814  0.32%   134 1060s
  4582  1948 223711.591   38  129 223582.213 224306.967  0.32%   134 1065s
  4593  1951 224196.220   27  156 223582.213 224306.456  0.32%   134 1070s
  4646  1988 224123.611   29  160 223582.213 224303.719  0.32%   134 1075s
  4674  2008 223655.139   40  128 223582.213 224302.509  0.32%   134 1080s
  4715  2024 224203.539   28  173 223582.213 224297.228  0.32%   134 1085s
  4747  2038 223605.304   37  135 223582.213 224296.951  0.32%   135 1090s
  4782  2052 223620.191   36  153 223582.213 224294.662  0.32%   135 1095s
  4816  2064 224192.542   32  142 223582.213 224290.909  0.32%   135 1100s
  4847  2085 224163.928   29  162 223582.213 224290.301  0.32%   135 1105s
  4892  2098 224091.746   27  157 223582.213 224289.945  0.32%   135 1110s
  4925  2115 224163.875   30  146 223582.213 224287.807  0.32%   135 1115s
  4953  2137 223836.942   32  158 223582.213 224287.056  0.32%   135 1120s
  4980  2143 224041.868   34  142 223582.213 224286.267  0.31%   136 1125s
