Set parameter TimeLimit to value 7200
Setting sB&C+LSI: The proposed B&C algorithm based on formulation (40) (equipped with the lifted submodular inequalities), with only the second stage implemented
Gurobi Optimizer version 11.0.1 build v11.0.1rc0 (linux64 - "CentOS Linux 7 (Core)")

CPU model: Intel(R) Xeon(R) Gold 6230R CPU @ 2.10GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 52 physical cores, 52 logical processors, using up to 1 threads

Optimize a model with 1000 rows, 1400 columns and 1000 nonzeros
Model fingerprint: 0x3c6c79ff
Variable types: 1000 continuous, 400 integer (400 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+00]
  Objective range  [1e+01, 2e+03]
  Bounds range     [0e+00, 0e+00]
  RHS range        [2e-04, 1e+00]
Found heuristic solution: objective -1.00211e+15
Presolve removed 1000 rows and 0 columns
Presolve time: 0.00s
Presolved: 0 rows, 1400 columns, 0 nonzeros
Variable types: 1000 continuous, 400 integer (400 binary)
Found heuristic solution: objective -1.00211e+15

Root relaxation: objective 4.210915e+05, 0 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  3144  1423     cutoff   37      222849.064 223679.197  0.37%   123  780s
  3180  1441 223118.074   25  136 222849.064 223677.753  0.37%   123  785s
  3207  1460 222983.324   37  102 222849.064 223676.249  0.37%   123  790s
  3236  1472 223487.734   25  142 222849.064 223675.134  0.37%   123  795s
  3272  1498 223475.084   22  139 222849.064 223673.213  0.37%   124  800s
  3290  1507 222970.172   27  142 222849.064 223673.199  0.37%   124  805s
  3318  1520 222874.030   35   93 222849.064 223670.850  0.37%   124  810s
  3332  1529 222940.040   33  126 222849.064 223665.723  0.37%   124  815s
  3364  1546 223335.294   25  140 222849.064 223663.484  0.37%   124  820s
  3389  1559 223069.550   23  124 222849.064 223661.404  0.36%   124  825s
  3420  1573 223017.096   34  129 222849.064 223659.633  0.36%   124  830s
  3436  1574 223398.343   23  143 222849.064 223656.228  0.36%   124  835s
  3466  1594 222890.052   33   92 222849.064 223656.188  0.36%   124  840s
  3507  1610 223242.138   19  154 222849.064 223653.345  0.36%   124  845s
  3528  1619 222917.211   23  138 222849.064 223652.772  0.36%   124  850s
  3556  1633 222972.871   33  127 222849.064 223651.702  0.36%   124  855s
  3579  1641     cutoff   38      222849.064 223649.382  0.36%   124  860s
  3598  1658 223078.258   31  121 222849.064 223649.171  0.36%   124  865s
  3650  1676 223481.813   24  154 222849.064 223648.666  0.36%   124  870s
  3681  1695 222861.975   31  130 222849.064 223646.597  0.36%   124  875s
  3716  1709 223176.574   29  125 222849.064 223645.311  0.36%   124  880s
  3769  1734 223350.201   25  138 222849.064 223644.624  0.36%   124  885s
  3803  1753 222965.146   31  102 222849.064 223644.414  0.36%   124  890s
  3836  1765 223091.764   26  130 222849.064 223641.482  0.36%   124  895s
  3877  1784 222867.278   36  106 222849.064 223641.098  0.36%   124  901s
  3905  1798 223343.585   28  143 222849.064 223637.312  0.35%   124  905s
