    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

  8169  5546 177493.654   60   78 176998.200 182071.149  2.87%  98.2 1325s
  8202  5563 181604.827   32  133 176998.200 182070.803  2.87%  98.3 1330s
  8228  5589 180691.466   44  121 176998.200 182070.803  2.87%  98.4 1335s
  8238  5599 180408.655   48  109 176998.200 182070.803  2.87%  98.4 1353s
  8239  5600 180342.149   49  112 176998.200 182070.803  2.87%  98.4 1358s
  8245  5606 180172.530   50  116 176998.200 182070.803  2.87%  98.4 1360s
  8278  5639 178876.194   64   78 176998.200 182070.803  2.87%  98.6 1365s
  8346  5706 177092.706  100   49 176998.200 182070.803  2.87%  98.3 1370s
  8369  5717 180161.909   40  134 176998.200 182066.071  2.86%  98.3 1375s
  8398  5746 177338.639   69   90 176998.200 182066.071  2.86%  98.3 1380s
  8426  5764 180256.478   42  125 176998.200 182040.900  2.85%  98.4 1385s
  8469  5799     cutoff   80      176998.200 182040.900  2.85%  98.4 1390s
  8492  5822 178914.542   51  106 176998.200 182033.622  2.84%  98.6 1395s
  8521  5843 181162.962   38  129 176998.200 182031.897  2.84%  98.7 1400s
  8566  5888 177166.461   83   44 176998.200 182031.897  2.84%  98.7 1405s
  8589  5903 180018.678   42  126 176998.200 182029.084  2.84%  98.8 1410s
  8623  5929 181941.524   29  148 176998.200 182026.458  2.84%  98.9 1415s
  8642  5948 179912.648   48  126 176998.200 182026.458  2.84%  98.9 1420s
  8668  5974 177532.302   74  105 176998.200 182026.458  2.84%  98.9 1425s
  8695  5993 180304.970   41  123 176998.200 182001.260  2.83%  98.9 1430s
  8718  6016 178242.638   64  107 176998.200 182001.260  2.83%  98.9 1435s
  8747  6032 181340.321   32  140 176998.200 182000.135  2.83%  98.9 1440s
  8773  6058 177974.347   58  111 176998.200 182000.135  2.83%  99.1 1445s
  8799  6070 181400.356   34  136 176998.200 181999.287  2.83%  99.0 1450s
  8816  6087 179601.343   51  124 176998.200 181999.287  2.83%  99.0 1455s
  8848  6111 181660.704   31  143 176998.200 181994.030  2.82%  99.0 1461s
  8863  6126 181004.803   39  131 176998.200 181994.030  2.82%  99.2 1465s
  8892  6155 179165.248   53   92 176998.200 181994.030  2.82%  99.3 1470s
  8932  6195 177635.916   73   60 176998.200 181994.030  2.82%  99.3 1475s
  8973  6219 181043.870   33  137 176998.200 181992.729  2.82%  99.2 1480s
  8984  6230 180320.852   40  128 176998.200 181992.729  2.82%  99.4 1485s
  9004  6250 179582.100   45  112 176998.200 181992.729  2.82%   100 1490s
  9018  6264 179047.251   51  100 176998.200 181992.729  2.82%   100 1496s
  9031  6277 178583.214   56  103 176998.200 181992.729  2.82%   100 1509s
  9034  6280 178602.892   56  105 176998.200 181992.729  2.82%   100 1510s
  9065  6311 177398.060   71   69 176998.200 181992.729  2.82%   100 1515s
  9096  6334 180588.556   36  128 176998.200 181989.677  2.82%   100 1520s
  9119  6357 179651.095   44  116 176998.200 181989.677  2.82%   100 1525s
  9142  6380 178860.182   51  111 176998.200 181989.677  2.82%   100 1530s
  9178  6402 181817.164   32  152 176998.200 181989.646  2.82%   101 1535s
  9195  6419 179936.937   49  131 176998.200 181989.646  2.82%   101 1540s
  9229  6445 181988.732   31  144 176998.200 181988.732  2.82%   100 1545s
  9250  6466 180226.644   52  129 176998.200 181988.565  2.82%   100 1550s
  9283  6499 177734.263   85  101 176998.200 181988.565  2.82%   100 1555s
  9315  6521 180528.016   43  126 176998.200 181984.153  2.82%   100 1560s
  9340  6546 178301.845   68  110 176998.200 181984.153  2.82%   100 1565s
  9367  6565 180934.532   34  122 176998.200 181982.248  2.82%   100 1570s
  9383  6581 178973.768   50  111 176998.200 181982.248  2.82%   100 1577s
  9398  6596 177668.325   65   97 176998.200 181982.248  2.82%   100 1580s
  9422  6612 180682.572   35  117 176998.200 181980.269  2.81%   100 1585s
  9450  6640 178106.562   63   94 176998.200 181980.269  2.81%   100 1590s
  9476  6658 179573.655   37  111 176998.200 181979.851  2.81%   101 1595s
  9516  6688 181651.449   35  139 176998.200 181975.178  2.81%   100 1600s
